name,entry_id,spacegroup,prototype,ntypes,band_gap,delta_e,volume_pa,stability
LaCd,87980,Pm-3m,CsCl,2,0.0,-0.33301955,,4.9100000000024124e-05
LuCd,87994,Pm-3m,CsCl,2,0.0,-0.3049531225,,0.0012748550000000192
NdCd,88003,Pm-3m,CsCl,2,0.0,-0.3266697025,,0.0009254925000002356
PrCd,88014,Pm-3m,CsCl,2,0.0,-0.32608559875,,0.0
ScCd,88025,Pm-3m,CsCl,2,0.0,-0.2995557825,,0.0028930699999999976
SmCd,88027,Pm-3m,CsCl,2,0.0,-0.32458423375,,0.0004780099999999732
TbCd,88030,Pm-3m,CsCl,2,0.0,0.00349681266666479,,0.09039543721226924
TmCd,88033,Pm-3m,CsCl,2,0.0,-0.315204565,,0.0020868199999999892
YCd,88036,Pm-3m,CsCl,2,0.0,-0.3601419525,,0.001509000000000038
YbCd,88040,Pm-3m,CsCl,2,0.0,-0.419259665,,2.116000000002005e-05
CeHg,88122,Pm-3m,CsCl,2,0.0,-0.441103721233135,,0.003492414999999971
CeMg,88154,Pm-3m,CsCl,2,0.0,-0.122830078333335,,1.420000000022792e-05
CeZn,88239,Pm-3m,CsCl,2,0.0,-0.29858273375,,0.0007880550000005648
GaCo,88346,Pm-3m,CsCl,2,0.0,-0.2874041875,,0.0
HfCo,88389,Pm-3m,CsCl,2,0.0,-0.395324417500001,,0.03959520625000096
DyCu,88739,Pm-3m,CsCl,2,0.0,-0.253357068333335,,0.009897137499999986
ErCu,88747,Pm-3m,CsCl,2,0.0,-0.27919325,,0.0006034837500000223
GdCu,88809,Pm-3m,CsCl,2,0.0,-0.22207538375,,0.0106175449999997
HoCu,88828,Pm-3m,CsCl,2,0.0,-0.267029206666665,,0.0038978237499999735
ScCu,88926,Pm-3m,CsCl,2,0.0,-0.2783542425,,0.0004813149999999822
TbCu,88940,Pm-3m,CsCl,2,0.0,0.0909865276666642,,0.13936247413333142
TmCu,88955,Pm-3m,CsCl,2,0.0,-0.290772815,,0.00019894999999997554
YCu,88957,Pm-3m,CsCl,2,0.0,-0.243954097500001,,0.016076018749999282
