material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-1094969,MgGa3,L1$_2$,Mg,Ga,1.0,3.0,4.12839799,-2.759798495,0.0201069496875
mp-30351,MgAg3,L1$_2$,Mg,Ag,1.0,3.0,4.11836959,-2.675931858750001,0.010391439999999
mp-1038934,MgAl,B2,Mg,Al,1.0,1.0,3.379817999999999,-2.608004949999999,0.09022261875000001
mp-20566,MgIn3,L1$_2$,Mg,In,1.0,3.0,4.58837626,-2.477198014999999,0.037806169166668006
mp-2696,MgAg,B2,Mg,Ag,1.0,1.0,3.30393762,-2.467122570000001,0.0
mp-1094724,Mg3Sb,L1$_2$,Mg,Sb,3.0,1.0,4.522794,-2.448995885,0.07368902328125
mp-1094849,MgGa,B2,Mg,Ga,1.0,1.0,3.32945935,-2.440367894999999,0.022138305
mp-1608,ZrHg3,L1$_2$,Zr,Hg,1.0,3.0,4.41774089,-2.430832905000002,0.021713066249994
mp-30373,RbAu,B2,Rb,Au,1.0,1.0,4.1045935,-2.401023930000001,0.0
mp-1185492,LuMg3,L1$_2$,Lu,Mg,1.0,3.0,4.58819737,-2.3561466775,0.012427005000001
mp-1039073,Mg3Bi,L1$_2$,Mg,Bi,3.0,1.0,4.58295308,-2.2760841025,0.030943198124997004
mp-1538115,MgIn,B2,Mg,In,1.0,1.0,3.5744101600000002,-2.236859349999999,0.033975274999999
mp-978271,Mg3Al,L1$_2$,Mg,Al,3.0,1.0,4.34780604,-2.1373769575,0.027507425520833004
mp-11498,MgTl,B2,Mg,Tl,1.0,1.0,3.63780262,-2.017959740000002,0.0
mp-1183314,Ba3Ca,L1$_2$,Ba,Ca,3.0,1.0,6.25493123,-1.900276819999998,0.040354355000001
mp-1183501,Ca3Cd,L1$_2$,Ca,Cd,3.0,1.0,5.1585844,-1.85830677,0.056827950312499
mp-1039147,CaZn,B2,Ca,Zn,1.0,1.0,3.64868372,-1.8540064725,0.02615939
mp-1073,CaCd,B2,Ca,Cd,1.0,1.0,3.80926031,-1.818346545,0.0
mp-1185786,Mg3Tl,L1$_2$,Mg,Tl,3.0,1.0,4.47311272,-1.811718324999999,0.017983151250000003
mp-902,BaZn,B2,Ba,Zn,1.0,1.0,4.07851334,-1.7567380549999991,0.0035235766666670003
mp-527,BaCd,B2,Ba,Cd,1.0,1.0,4.2519734,-1.7487043899999999,0.0
mp-1183304,Ba3Na,L1$_2$,Ba,Na,3.0,1.0,6.23258744,-1.72536866,0.054992631041665005
mp-2197,BaHg,B2,Ba,Hg,1.0,1.0,4.17876004,-1.6443587449999981,0.0
mp-30496,SrCd,B2,Sr,Cd,1.0,1.0,4.03562997,-1.630530945,0.0
mp-1094791,Mg3Zn,L1$_2$,Mg,Zn,3.0,1.0,4.27551733,-1.5346974125,0.056217993650000006
mp-542,SrHg,B2,Sr,Hg,1.0,1.0,3.96299693,-1.526844400000001,0.0
mp-1094779,MgZn,B2,Mg,Zn,1.0,1.0,3.262917,-1.508155975,0.043204822299999
mp-978273,Mg3Cd,L1$_2$,Mg,Cd,3.0,1.0,4.40608282,-1.496131523749999,0.017591733749999002
mp-978282,Mg3Hg,L1$_2$,Mg,Hg,3.0,1.0,4.35484442,-1.4148065975000002,0.017491376249999
mp-974627,K3Tl,L1$_2$,K,Tl,3.0,1.0,5.90642,-1.4098563175,0.08472879322321401
mp-1038814,MgCd,B2,Mg,Cd,1.0,1.0,3.4730962,-1.359103358333332,0.030768572500001003
mp-1408,MgHg,B2,Mg,Hg,1.0,1.0,3.44706066,-1.167299539999998,0.0
mp-974866,Rb3Na,L1$_2$,Rb,Na,3.0,1.0,6.76059785,-1.022431387499999,0.048399361530173005
mp-1185080,KRb3,L1$_2$,K,Rb,1.0,3.0,7.14148508,-0.9955300450000001,0.022712940062499003
mp-1183945,CsRb3,L1$_2$,Cs,Rb,1.0,3.0,7.39196596,-0.9351089375000001,0.027286009461205
mp-975019,Rb3Cd,L1$_2$,Rb,Cd,3.0,1.0,6.312502,-0.9118607200000001,0.06653064298076901
mp-974951,Rb3Hg,L1$_2$,Rb,Hg,3.0,1.0,6.330224,-0.8559600725000001,0.06380580652343701
