pair,omega_b2,b2_source,b2_sigma,omega_l12,l12_source,l12_sigma
Mn-Os,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-P,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Pd,0.11795680482812695,DFT,,-0.058182820511815565,ML,0.05201592290220109
Mn-Pt,-0.06038022993089477,ML,0.06804399586872885,0.09556588002978292,DFT,
Mn-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Rh,0.0691269071962021,DFT,,-0.07696454501591342,DFT,
Mn-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Sn,-0.026476933831821304,DFT,,-0.058182820511815565,ML,0.05201592290220109
Mn-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-V,-0.1076853163780223,DFT,,-0.058182820511815565,ML,0.05201592290220109
Mn-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mn-Zn,-0.021931028725467698,DFT,,-0.044440543135400176,DFT,
Mn-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Nb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Ni,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Os,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-P,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Mo-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Ni,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Os,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-P,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.010949360209940855,DFT,
Nb-Ru,0.02040542481666123,DFT,,0.0018317794895957634,DFT,
Nb-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Si,-0.06038022993089477,ML,0.06804399586872885,-0.08218984599081802,DFT,
Nb-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Nb-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.05315831537425912,DFT,
Nb-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Os,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-P,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Pt,-0.06038022993089477,ML,0.06804399586872885,0.014824931970415907,DFT,
Ni-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Sc,-0.12661188005703927,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ni-Si,-0.06038022993089477,ML,0.06804399586872885,-0.20117558701851357,DFT,
Ni-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.14841614092538785,DFT,
Ni-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Ti,-0.05978206284620505,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ni-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ni-Zn,-0.08026561938783873,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ni-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-P,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Si,-0.24562305904376652,DFT,,-0.058182820511815565,ML,0.05201592290220109
Os-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Ti,-0.07125600449243569,DFT,,-0.058182820511815565,ML,0.05201592290220109
Os-V,-0.015020100882768632,DFT,,-0.058182820511815565,ML,0.05201592290220109
Os-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Os-Zr,-0.050529662850280974,DFT,,-0.058182820511815565,ML,0.05201592290220109
P-Pb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
P-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Pd,-0.06038022993089477,ML,0.06804399586872885,-0.08619659580387064,DFT,
Pb-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.0829251644754835,DFT,
Pb-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.06942161823079473,DFT,
Pb-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Y,-0.06038022993089477,ML,0.06804399586872885,-0.07389836643354927,DFT,
Pb-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pb-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Pt,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Sc,-0.09300779242482154,DFT,,-0.08357130871676474,DFT,
Pd-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.09199385708762486,DFT,
Pd-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.09299694244719396,DFT,
Pd-Ti,-0.016802843277140524,DFT,,-0.038342605547014984,DFT,
Pd-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Y,-0.06038022993089477,ML,0.06804399586872885,-0.10412139115412311,DFT,
Pd-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pd-Zr,-0.005581572920139683,DFT,,-0.058182820511815565,ML,0.05201592290220109
Pt-Re,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Sc,-0.11114349619278757,DFT,,-0.09905849622927712,DFT,
Pt-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.08680964499998971,DFT,
Pt-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Tb,-0.08618549027995584,DFT,,-0.10398386480172411,DFT,
Pt-Ti,-0.02413632941205709,DFT,,-0.03756426533968059,DFT,
Pt-V,-0.06038022993089477,ML,0.06804399586872885,0.0010737485036556849,DFT,
Pt-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Pt-Y,-0.06038022993089477,ML,0.06804399586872885,-0.11676997258806977,DFT,
Pt-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.008166106880210423,DFT,
Pt-Zr,-0.015159120388696695,DFT,,-0.04532755962317811,DFT,
Re-Rh,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Sc,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Ti,-0.07205529663441895,DFT,,-0.058182820511815565,ML,0.05201592290220109
Re-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Re-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Rh-Ru,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Rh-Sc,-0.1393549254751723,DFT,,-0.0983343699294001,DFT,
Rh-Si,-0.21452028211009416,DFT,,-0.058182820511815565,ML,0.05201592290220109
Rh-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Rh-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.016579086591482634,DFT,
Rh-Tb,-0.12129243700429007,DFT,,-0.058182820511815565,ML,0.05201592290220109
Rh-Ti,-0.04315512661156265,DFT,,-0.04514839849161539,DFT,
Rh-V,-0.06038022993089477,ML,0.06804399586872885,-0.01525606498231672,DFT,
Rh-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Rh-Y,-0.14077396302840545,DFT,,-0.058182820511815565,ML,0.05201592290220109
Rh-Zn,-0.0607615421241893,DFT,,-0.058182820511815565,ML,0.05201592290220109
Rh-Zr,-0.03818612316227936,DFT,,-0.049528320024005056,DFT,
Ru-Sc,-0.1495471242407463,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ru-Si,-0.2522466776630986,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ru-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ru-Ta,0.013985246002607853,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ru-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ru-Ti,-0.07322344506638752,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ru-V,-0.01523237350604671,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ru-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ru-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ru-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ru-Zr,-0.0511751009627818,DFT,,-0.058182820511815565,ML,0.05201592290220109
Sc-Si,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-Sn,-0.0978587589794431,DFT,,-0.058182820511815565,ML,0.05201592290220109
Sc-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sc-Zn,-0.07591308788826798,DFT,,-0.058182820511815565,ML,0.05201592290220109
Sc-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Sn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Si-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sn-Ta,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sn-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.08438118288596676,DFT,
Sn-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.10410548705690745,DFT,
Sn-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sn-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sn-Y,-0.08969876655777437,DFT,,-0.09018455288282297,DFT,
Sn-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Sn-Zr,-0.09478111302922346,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ta-Tb,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ta-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Tb-Ti,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Tb-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Tb-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Tb-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Tb-Zn,-0.03835366145519711,DFT,,-0.058182820511815565,ML,0.05201592290220109
Tb-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ti-V,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ti-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Ti-Y,-0.03719110674642061,DFT,,-0.058182820511815565,ML,0.05201592290220109
Ti-Zn,-0.06844582233476537,DFT,,-0.05730023079103995,DFT,
Ti-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
V-W,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
V-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
V-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.07676904123705329,DFT,
V-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
W-Y,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
W-Zn,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
W-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Y-Zn,-0.05930431054805095,DFT,,-0.058182820511815565,ML,0.05201592290220109
Y-Zr,-0.06038022993089477,ML,0.06804399586872885,-0.058182820511815565,ML,0.05201592290220109
Zn-Zr,-0.04030973510442682,DFT,,-0.058182820511815565,ML,0.05201592290220109
