label,seed,atom_index,element,V_vor_A3
Nb-Ta,1,78,Ta,18.37474900264145
Nb-Ta,1,79,Nb,18.2066745747646
Nb-Ta,1,80,Nb,18.234269312542697
Nb-Ta,1,81,Nb,18.23868613594718
Nb-Ta,1,82,Ta,18.298310146234922
Nb-Ta,1,83,Nb,18.131071583017413
Nb-Ta,1,84,Ta,18.377244625800227
Nb-Ta,1,85,Ta,18.420672796747315
Nb-Ta,1,86,Ta,18.345711871277658
Nb-Ta,1,87,Ta,18.31405382704629
Nb-Ta,1,88,Nb,18.216681713021526
Nb-Ta,1,89,Nb,18.152903307392265
Nb-Ta,1,90,Nb,18.156265839843194
Nb-Ta,1,91,Ta,18.326347474754222
Nb-Ta,1,92,Nb,18.17927915344301
Nb-Ta,1,93,Ta,18.38422952938617
Nb-Ta,1,94,Nb,18.161350526357676
Nb-Ta,1,95,Nb,18.226465699785862
Nb-Ta,1,96,Nb,18.123209544293996
Nb-Ta,1,97,Ta,18.375546037232972
Nb-Ta,1,98,Ta,18.330365982337685
Nb-Ta,1,99,Ta,18.266585721212127
Nb-Ta,1,100,Nb,18.07584285312278
Nb-Ta,1,101,Nb,18.194947861547774
Nb-Ta,1,102,Nb,18.196330167099863
Nb-Ta,1,103,Ta,18.32630934034839
Nb-Ta,1,104,Nb,18.20031362099097
Nb-Ta,1,105,Ta,18.38249945249529
Nb-Ta,1,106,Ta,18.31885109787695
Nb-Ta,1,107,Nb,18.18484133103078
Nb-Ta,1,108,Nb,18.236671795282895
Nb-Ta,1,109,Ta,18.373538887849744
Nb-Ta,1,110,Nb,18.1450209112124
Nb-Ta,1,111,Nb,18.215619374533837
Nb-Ta,1,112,Ta,18.304347454254014
Nb-Ta,1,113,Ta,18.3991855179206
Nb-Ta,1,114,Nb,18.31926189441637
Nb-Ta,1,115,Nb,18.199628568558992
Nb-Ta,1,116,Ta,18.29207787930537
Nb-Ta,1,117,Ta,18.335905889256686
Nb-Ta,1,118,Nb,18.27411685554468
Nb-Ta,1,119,Nb,18.16655292456889
Nb-Ta,1,120,Nb,18.241265317680757
Nb-Ta,1,121,Ta,18.34239552015051
Nb-Ta,1,122,Ta,18.417461164891424
Nb-Ta,1,123,Ta,18.349042722330182
Nb-Ta,1,124,Nb,18.203981703534375
Nb-Ta,1,125,Ta,18.308584966860305
Nb-Ta,1,126,Ta,18.34621489440061
Nb-Ta,1,127,Ta,18.317338115116936
Nb-Ta,2,0,Ta,18.33168578809911
Nb-Ta,2,1,Ta,18.286463934812282
Nb-Ta,2,2,Ta,18.41646730005866
Nb-Ta,2,3,Nb,18.285399052410913
Nb-Ta,2,4,Ta,18.36440630239799
Nb-Ta,2,5,Ta,18.26312897847291
Nb-Ta,2,6,Nb,18.226332467189344
Nb-Ta,2,7,Nb,18.200339400700194
Nb-Ta,2,8,Ta,18.267858389132563
Nb-Ta,2,9,Nb,18.23399323264848
Nb-Ta,2,10,Nb,18.251600127566675
Nb-Ta,2,11,Ta,18.297420640176455
Nb-Ta,2,12,Nb,18.139365131232445
Nb-Ta,2,13,Ta,18.369302952083466
Nb-Ta,2,14,Nb,18.1864479933136
Nb-Ta,2,15,Ta,18.30966108822037
Nb-Ta,2,16,Nb,18.225682606417035
Nb-Ta,2,17,Ta,18.387803735256337
Nb-Ta,2,18,Nb,18.18700298780742
Nb-Ta,2,19,Nb,18.296618700619664
Nb-Ta,2,20,Nb,18.228501817010258
Nb-Ta,2,21,Ta,18.32143210372847
Nb-Ta,2,22,Ta,18.34860096513772
Nb-Ta,2,23,Nb,18.15591462310794
Nb-Ta,2,24,Ta,18.36320662396135
Nb-Ta,2,25,Ta,18.30506278412975
Nb-Ta,2,26,Ta,18.3354928888664
Nb-Ta,2,27,Nb,18.035579395765982
Nb-Ta,2,28,Ta,18.333284249086624
Nb-Ta,2,29,Nb,18.194270678464843
Nb-Ta,2,30,Ta,18.352887263347778
Nb-Ta,2,31,Nb,18.136476078374866
Nb-Ta,2,32,Nb,18.150538250593307
Nb-Ta,2,33,Ta,18.348073394105747
Nb-Ta,2,34,Ta,18.303853605792206
Nb-Ta,2,35,Nb,18.12382815501686
Nb-Ta,2,36,Nb,18.204651601624008
Nb-Ta,2,37,Nb,18.18165000688924
Nb-Ta,2,38,Ta,18.295744197059456
Nb-Ta,2,39,Ta,18.338360641495058
Nb-Ta,2,40,Nb,18.2086272833082
Nb-Ta,2,41,Nb,18.20191869505658
Nb-Ta,2,42,Ta,18.42018469890092
Nb-Ta,2,43,Nb,18.149043548890727
Nb-Ta,2,44,Nb,18.250798503953526
Nb-Ta,2,45,Ta,18.372326666222357
Nb-Ta,2,46,Ta,18.39485048682527
Nb-Ta,2,47,Ta,18.33767864181396
Nb-Ta,2,48,Nb,18.188131695616164
Nb-Ta,2,49,Ta,18.361387570699563
Nb-Ta,2,50,Nb,18.160003740789094
Nb-Ta,2,51,Ta,18.32566950261786
Nb-Ta,2,52,Nb,18.089735880877505
Nb-Ta,2,53,Ta,18.39609780208598
Nb-Ta,2,54,Nb,18.16220549703643
Nb-Ta,2,55,Nb,18.17160318587982
Nb-Ta,2,56,Ta,18.342754549452152
Nb-Ta,2,57,Nb,18.259829735376737
Nb-Ta,2,58,Nb,18.211254904010016
Nb-Ta,2,59,Nb,18.145506864657516
Nb-Ta,2,60,Nb,18.185891058970725
Nb-Ta,2,61,Ta,18.44120179742558
Nb-Ta,2,62,Nb,18.255737787632594
Nb-Ta,2,63,Ta,18.32120254153242
Nb-Ta,2,64,Nb,18.06694127324876
Nb-Ta,2,65,Ta,18.361511929297897
Nb-Ta,2,66,Nb,18.28798381124157
Nb-Ta,2,67,Nb,18.342608480088916
Nb-Ta,2,68,Nb,18.193557398686103
Nb-Ta,2,69,Nb,18.10532865680629
Nb-Ta,2,70,Nb,18.19126257516093
Nb-Ta,2,71,Nb,18.202853160295426
Nb-Ta,2,72,Nb,18.183285324609688
Nb-Ta,2,73,Ta,18.319018644964025
Nb-Ta,2,74,Ta,18.391877308637287
Nb-Ta,2,75,Ta,18.2651997023852
Nb-Ta,2,76,Ta,18.385447868738378
Nb-Ta,2,77,Nb,18.20166706427576
Nb-Ta,2,78,Ta,18.42244185191377
Nb-Ta,2,79,Nb,18.153685416428043
Nb-Ta,2,80,Ta,18.30873041440295
Nb-Ta,2,81,Ta,18.329860010533707
Nb-Ta,2,82,Nb,18.199367538065015
Nb-Ta,2,83,Nb,18.234973848844838
Nb-Ta,2,84,Nb,18.162907881520102
Nb-Ta,2,85,Ta,18.285182253236037
Nb-Ta,2,86,Nb,18.217992065303957
Nb-Ta,2,87,Nb,18.087462307380488
Nb-Ta,2,88,Ta,18.394976580648425
Nb-Ta,2,89,Nb,18.23942884492357
Nb-Ta,2,90,Ta,18.37175857720546
Nb-Ta,2,91,Nb,18.13725986841777
Nb-Ta,2,92,Ta,18.372951465553694
Nb-Ta,2,93,Ta,18.323632403393812
Nb-Ta,2,94,Ta,18.328996544028858
Nb-Ta,2,95,Ta,18.306663846327
Nb-Ta,2,96,Nb,18.219875376845245
Nb-Ta,2,97,Nb,18.221142423363254
Nb-Ta,2,98,Nb,18.16177483030417
Nb-Ta,2,99,Ta,18.36669590266174
Nb-Ta,2,100,Nb,18.202106060348424
Nb-Ta,2,101,Ta,18.390280869449196
Nb-Ta,2,102,Ta,18.191877894030778
Nb-Ta,2,103,Ta,18.32557761544501
Nb-Ta,2,104,Ta,18.34439799217751
Nb-Ta,2,105,Ta,18.32389539085956
Nb-Ta,2,106,Nb,18.218969348607533
Nb-Ta,2,107,Nb,18.235735968764825
Nb-Ta,2,108,Nb,18.235413345832804
Nb-Ta,2,109,Nb,18.241918797070934
Nb-Ta,2,110,Nb,18.27514665895974
Nb-Ta,2,111,Ta,18.30430936740453
Nb-Ta,2,112,Ta,18.38173208304416
Nb-Ta,2,113,Ta,18.35645452551203
Nb-Ta,2,114,Ta,18.213370371741735
Nb-Ta,2,115,Ta,18.2815673441859
Nb-Ta,2,116,Nb,18.18562325589594
Nb-Ta,2,117,Ta,18.348971779041644
Nb-Ta,2,118,Ta,18.319340402519213
Nb-Ta,2,119,Nb,18.136761538173843
Nb-Ta,2,120,Ta,18.31823080917206
Nb-Ta,2,121,Nb,18.229425074282155
Nb-Ta,2,122,Nb,18.238685598181007
Nb-Ta,2,123,Nb,18.129565042957097
Nb-Ta,2,124,Ta,18.303468985652124
Nb-Ta,2,125,Ta,18.394446119665847
Nb-Ta,2,126,Ta,18.361452645806995
Nb-Ta,2,127,Ta,18.307379545645723
Nb-Ti,0,0,Ti,17.593340373777384
Nb-Ti,0,1,Nb,17.994415747810987
Nb-Ti,0,2,Ti,17.81729336420317
Nb-Ti,0,3,Nb,17.793658910121405
Nb-Ti,0,4,Ti,18.00241785916608
Nb-Ti,0,5,Ti,17.762535828472654
Nb-Ti,0,6,Ti,17.81577493582952
Nb-Ti,0,7,Ti,17.845337294527553
Nb-Ti,0,8,Ti,17.833145891318203
Nb-Ti,0,9,Ti,17.989783144413586
Nb-Ti,0,10,Ti,17.866040025163592
Nb-Ti,0,11,Nb,17.660933162167527
Nb-Ti,0,12,Ti,17.72333519518847
Nb-Ti,0,13,Nb,17.6969277356336
Nb-Ti,0,14,Nb,17.465668946753137
Nb-Ti,0,15,Ti,17.761550567643088
Nb-Ti,0,16,Nb,17.722524696665808
Nb-Ti,0,17,Nb,17.873541549092803
Nb-Ti,0,18,Nb,17.72490884010119
Nb-Ti,0,19,Nb,17.797106763295297
Nb-Ti,0,20,Ti,18.076645991422296
Nb-Ti,0,21,Ti,17.627857142500474
Nb-Ti,0,22,Ti,17.71131324928109
Nb-Ti,0,23,Ti,17.69997600946001
Nb-Ti,0,24,Ti,17.85877054246442
Nb-Ti,0,25,Nb,17.697752130224714
Nb-Ti,0,26,Nb,17.786159322586307
Nb-Ti,0,27,Ti,18.009438190685653
Nb-Ti,0,28,Nb,17.62324877132013
Nb-Ti,0,29,Ti,17.77996150301592
Nb-Ti,0,30,Ti,17.589259495326946
Nb-Ti,0,31,Nb,17.701677905781903
Nb-Ti,0,32,Nb,17.746699310142105
Nb-Ti,0,33,Ti,17.948097223958644
Nb-Ti,0,34,Nb,17.875517821888614
Nb-Ti,0,35,Nb,17.80468838409578
Nb-Ti,0,36,Nb,17.802172853301613
Nb-Ti,0,37,Ti,18.006447946434946
Nb-Ti,0,38,Ti,17.6538991035685
Nb-Ti,0,39,Nb,17.83583134625398
Nb-Ti,0,40,Ti,18.081793477873898
Nb-Ti,0,41,Nb,18.03087903205488
Nb-Ti,0,42,Ti,18.102851667684494
Nb-Ti,0,43,Nb,17.80371024764974
Nb-Ti,0,44,Nb,17.656673483221194
Nb-Ti,0,45,Ti,17.936430030872653
Nb-Ti,0,46,Ti,17.98925380569118
Nb-Ti,0,47,Ti,17.784194653558142
Nb-Ti,0,48,Nb,17.794654874388044
Nb-Ti,0,49,Nb,17.988873082602048
Nb-Ti,0,50,Nb,17.961091194003288
Nb-Ti,0,51,Nb,17.901011622587472
Nb-Ti,0,52,Ti,17.753016662477258
Nb-Ti,0,53,Nb,17.813639295887565
Nb-Ti,0,54,Ti,17.92099865160226
Nb-Ti,0,55,Nb,17.96444034378367
Nb-Ti,0,56,Ti,17.872328410395355
Nb-Ti,0,57,Ti,17.964873560970283
Nb-Ti,0,58,Nb,17.96392507447561
Nb-Ti,0,59,Ti,17.947113576592752
Nb-Ti,0,60,Ti,17.848523147648894
Nb-Ti,0,61,Nb,17.629656761257955
Nb-Ti,0,62,Nb,17.702568230264774
Nb-Ti,0,63,Ti,17.803071851269028
Nb-Ti,0,64,Nb,17.652399581501935
Nb-Ti,0,65,Nb,17.830440105234867
Nb-Ti,0,66,Nb,17.9710235852896
Nb-Ti,0,67,Nb,17.741422625243437
Nb-Ti,0,68,Nb,17.619088000587737
Nb-Ti,0,69,Ti,18.184030533430956
Nb-Ti,0,70,Ti,18.01288145475594
Nb-Ti,0,71,Ti,17.973306160077165
Nb-Ti,0,72,Nb,17.496182315844884
Nb-Ti,0,73,Ti,18.122999986267462
Nb-Ti,0,74,Nb,17.891960436606283
Nb-Ti,0,75,Nb,17.53385132312446
Nb-Ti,0,76,Ti,17.92588049516624
Nb-Ti,0,77,Ti,17.976803686700165
Nb-Ti,0,78,Ti,18.24718498464194
Nb-Ti,0,79,Nb,17.65100950869713
Nb-Ti,0,80,Nb,17.91528571433751
Nb-Ti,0,81,Nb,18.10712057520794
Nb-Ti,0,82,Ti,17.90395791968848
Nb-Ti,0,83,Nb,17.880245291063677
Nb-Ti,0,84,Nb,17.599486187600935
Nb-Ti,0,85,Ti,18.077885881725972
Nb-Ti,0,86,Nb,17.690517498265994
Nb-Ti,0,87,Nb,17.823913434761852
Nb-Ti,0,88,Nb,17.888373278953022
Nb-Ti,0,89,Ti,17.969201588290133
Nb-Ti,0,90,Ti,17.98406618310714
Nb-Ti,0,91,Ti,17.94676250457702
Nb-Ti,0,92,Nb,17.90808268439499
Nb-Ti,0,93,Nb,17.7651696590099
Nb-Ti,0,94,Nb,17.86503546243246
Nb-Ti,0,95,Ti,17.810492515923038
Nb-Ti,0,96,Nb,17.532428698883198
Nb-Ti,0,97,Ti,17.70142329907566
Nb-Ti,0,98,Ti,17.94590889067269
Nb-Ti,0,99,Nb,17.746481813655272
Nb-Ti,0,100,Nb,17.557394648297713
Nb-Ti,0,101,Nb,17.528079116770478
Nb-Ti,0,102,Ti,17.893088637488756
Nb-Ti,0,103,Nb,17.487491033003227
Nb-Ti,0,104,Ti,17.678709699306747
Nb-Ti,0,105,Nb,17.907584332406643
Nb-Ti,0,106,Ti,17.787705699963304
Nb-Ti,0,107,Ti,17.77979190300487
Nb-Ti,0,108,Nb,17.79760640764554
Nb-Ti,0,109,Ti,18.01595220413507
Nb-Ti,0,110,Ti,17.832191868289264
Nb-Ti,0,111,Nb,17.26451950933097
Nb-Ti,0,112,Ti,18.010530203521448
Nb-Ti,0,113,Ti,17.98317977963183
Nb-Ti,0,114,Nb,17.811390988361257
Nb-Ti,0,115,Ti,17.899712694713713
Nb-Ti,0,116,Ti,18.318906987639526
Nb-Ti,0,117,Ti,18.207534797739928
Nb-Ti,0,118,Ti,17.940706712325543
Nb-Ti,0,119,Nb,17.641508080670267
Nb-Ti,0,120,Nb,17.729805989610792
Nb-Ti,0,121,Nb,17.731007753070767
Nb-Ti,0,122,Nb,17.911991940409877
Nb-Ti,0,123,Nb,17.750764836779553
Nb-Ti,0,124,Ti,17.979804196973824
Nb-Ti,0,125,Nb,17.486686768502413
Nb-Ti,0,126,Ti,17.796671246888685
Nb-Ti,0,127,Ti,17.641493057652365
Nb-Ti,1,0,Ti,17.825684959448495
Nb-Ti,1,1,Nb,17.35259494659751
Nb-Ti,1,2,Ti,18.19792506216333
Nb-Ti,1,3,Nb,17.696731258373188
Nb-Ti,1,4,Ti,17.674711620819007
Nb-Ti,1,5,Ti,17.76110886189565
Nb-Ti,1,6,Ti,18.15171630366859
Nb-Ti,1,7,Nb,17.880991200007287
Nb-Ti,1,8,Nb,17.69277824321735
Nb-Ti,1,9,Nb,17.660314835542653
Nb-Ti,1,10,Ti,17.751791149588676
Nb-Ti,1,11,Ti,17.737544061668025
Nb-Ti,1,12,Ti,17.656885923436914
Nb-Ti,1,13,Ti,17.791922493454607
Nb-Ti,1,14,Nb,17.675681813936507
Nb-Ti,1,15,Ti,18.144848502646965
Nb-Ti,1,16,Nb,17.855592156551452
Nb-Ti,1,17,Ti,17.70417143063202
Nb-Ti,1,18,Nb,17.66573902350295
Nb-Ti,1,19,Nb,17.82006072505284
Nb-Ti,1,20,Nb,17.827638014169747
Nb-Ti,1,21,Nb,17.783413830728364
Nb-Ti,1,22,Nb,17.87998183399388
Nb-Ti,1,23,Nb,17.79927408572306
Nb-Ti,1,24,Nb,17.759588072163986
Nb-Ti,1,25,Nb,17.767505431979465
Nb-Ti,1,26,Ti,18.019348240221895
Nb-Ti,1,27,Nb,17.707090123950408
Nb-Ti,1,28,Nb,17.71151721687018
Nb-Ti,1,29,Nb,17.801247161874514
Nb-Ti,1,30,Ti,18.042446137321612
Nb-Ti,1,31,Ti,17.897726599476695
Nb-Ti,1,32,Ti,17.90341095800024
Nb-Ti,1,33,Ti,18.050025749693347
Nb-Ti,1,34,Nb,17.73793611648397
Nb-Ti,1,35,Ti,17.873116737444583
Nb-Ti,1,36,Nb,17.87950519153351
Nb-Ti,1,37,Nb,17.83028655708047
Nb-Ti,1,38,Ti,17.902531310777835
Nb-Ti,1,39,Nb,17.80441727547581
Nb-Ti,1,40,Nb,17.75358615321979
Nb-Ti,1,41,Ti,17.95447092049538
Nb-Ti,1,42,Ti,17.91147109983835
Nb-Ti,1,43,Ti,18.114061667539072
Nb-Ti,1,44,Nb,17.794490870336496
Nb-Ti,1,45,Nb,17.620120138260397
Nb-Ti,1,46,Nb,17.94171636209062
Nb-Ti,1,47,Nb,17.55100941603069
Nb-Ti,1,48,Ti,17.825519494585233
Nb-Ti,1,49,Nb,17.718671996816866
Nb-Ti,1,50,Ti,17.990188643119367
Nb-Ti,1,51,Ti,17.93167214641103
Nb-Ti,1,52,Ti,17.953005995587347
Nb-Ti,1,53,Nb,17.793672146727364
Nb-Ti,1,54,Ti,17.957817216341294
Nb-Ti,1,55,Nb,17.781356255298004
Nb-Ti,1,56,Ti,17.887379846248965
Nb-Ti,1,57,Ti,18.004498660417163
Nb-Ti,1,58,Nb,17.774820179827017
Nb-Ti,1,59,Nb,17.911064158956197
Nb-Ti,1,60,Ti,18.074931032588506
Nb-Ti,1,61,Nb,17.98937948295005
Nb-Ti,1,62,Nb,17.845407241753744
Nb-Ti,1,63,Nb,17.954769654062858
Nb-Ti,1,64,Ti,18.005196911562688
Nb-Ti,1,65,Ti,17.937019640790915
Nb-Ti,1,66,Nb,17.7335807227169
Nb-Ti,1,67,Ti,17.654154275003222
Nb-Ti,1,68,Nb,17.794979641992136
Nb-Ti,1,69,Ti,17.88435871752323
Nb-Ti,1,70,Nb,17.931850394895847
Nb-Ti,1,71,Ti,17.89706417432422
Nb-Ti,1,72,Ti,17.865674217745532
Nb-Ti,1,73,Ti,17.818705944780557
Nb-Ti,1,74,Ti,18.07807231405716
Nb-Ti,1,75,Nb,17.526756502941105
Nb-Ti,1,76,Ti,17.71325212398008
Nb-Ti,1,77,Ti,18.045099243735066
Nb-Ti,1,78,Ti,17.943787030162902
Nb-Ti,1,79,Nb,17.818733168779232
Nb-Ti,1,80,Nb,17.632145608111895
Nb-Ti,1,81,Nb,17.72118105131715
Nb-Ti,1,82,Ti,17.915882071373318
Nb-Ti,1,83,Nb,17.58361311211891
Nb-Ti,1,84,Ti,17.816596755199573
Nb-Ti,1,85,Ti,17.980258782351854
Nb-Ti,1,86,Ti,17.881353167366516
Nb-Ti,1,87,Ti,17.85615716928563
Nb-Ti,1,88,Nb,18.02917352768983
Nb-Ti,1,89,Nb,17.683861012116758
Nb-Ti,1,90,Nb,17.63881288290697
Nb-Ti,1,91,Ti,17.839006226661212
Nb-Ti,1,92,Nb,17.723897819821435
Nb-Ti,1,93,Ti,17.815295397407272
Nb-Ti,1,94,Nb,17.93930104270017
Nb-Ti,1,95,Nb,17.724905977727424
Nb-Ti,1,96,Nb,17.45108605529755
Nb-Ti,1,97,Ti,18.00448102926511
Nb-Ti,1,98,Ti,18.128901513847108
Nb-Ti,1,99,Ti,18.077214817664114
Nb-Ti,1,100,Nb,17.56326670613985
Nb-Ti,1,101,Nb,17.639297459563892
Nb-Ti,1,102,Nb,17.783023857020023
Nb-Ti,1,103,Ti,17.85104858967708
Nb-Ti,1,104,Nb,17.751682572373504
Nb-Ti,1,105,Ti,17.836044696413314
Nb-Ti,1,106,Ti,17.82467697712271
Nb-Ti,1,107,Nb,17.691519080225028
Nb-Ti,1,108,Nb,17.55718388393991
Nb-Ti,1,109,Ti,17.852214015182703
Nb-Ti,1,110,Nb,17.7052513208782
Nb-Ti,1,111,Nb,17.827163099382016
Nb-Ti,1,112,Ti,17.762944240193853
Nb-Ti,1,113,Ti,17.9410948047496
Nb-Ti,1,114,Nb,17.75050647964965
Nb-Ti,1,115,Nb,17.904245026367583
Nb-Ti,1,116,Ti,17.97941631108434
Nb-Ti,1,117,Ti,18.077728486027034
Nb-Ti,1,118,Nb,18.02346127645101
Nb-Ti,1,119,Nb,17.843185569706964
Nb-Ti,1,120,Nb,17.54254185473635
Nb-Ti,1,121,Ti,18.063163612622184
Nb-Ti,1,122,Ti,18.060368165796586
Nb-Ti,1,123,Ti,18.10122291078975
Nb-Ti,1,124,Nb,17.702837979138017
Nb-Ti,1,125,Ti,17.926177265150457
Nb-Ti,1,126,Ti,17.94038167512971
Nb-Ti,1,127,Ti,18.069321926424813
Nb-Ti,2,0,Ti,17.748553303746828
Nb-Ti,2,1,Ti,17.89381757613271
Nb-Ti,2,2,Ti,17.97601768715163
Nb-Ti,2,3,Nb,18.07205245339295
Nb-Ti,2,4,Ti,17.82667840729487
Nb-Ti,2,5,Ti,17.82876988623035
Nb-Ti,2,6,Nb,17.698377434572336
Nb-Ti,2,7,Nb,17.632978043098447
Nb-Ti,2,8,Ti,17.695623958164763
Nb-Ti,2,9,Nb,17.683227747945597
Nb-Ti,2,10,Nb,17.730484456902616
Nb-Ti,2,11,Ti,18.013338581931567
Nb-Ti,2,12,Nb,17.913032108206824
Nb-Ti,2,13,Ti,17.764548549460844
Nb-Ti,2,14,Nb,17.657716440218763
Nb-Ti,2,15,Ti,17.72823963722695
Nb-Ti,2,16,Nb,17.733310733291326
Nb-Ti,2,17,Ti,17.864541212067834
Nb-Ti,2,18,Nb,17.621144074561144
Nb-Ti,2,19,Nb,17.79792907325454
Nb-Ti,2,20,Nb,17.734842493181464
Nb-Ti,2,21,Ti,17.846401840718006
Nb-Ti,2,22,Ti,17.764141591856927
Nb-Ti,2,23,Nb,17.693687458581795
Nb-Ti,2,24,Ti,17.685836675238146
Nb-Ti,2,25,Ti,17.92704327346584
Nb-Ti,2,26,Ti,17.83954409030939
Nb-Ti,2,27,Nb,17.59309511903356
Nb-Ti,2,28,Ti,17.83784905309497
Nb-Ti,2,29,Nb,17.696678888221207
Nb-Ti,2,30,Ti,17.914783648276174
Nb-Ti,2,31,Nb,17.469178565449976
Nb-Ti,2,32,Nb,17.596386229474728
Nb-Ti,2,33,Ti,17.890238314529626
Nb-Ti,2,34,Ti,18.049536013790327
Nb-Ti,2,35,Nb,17.96375419928447
Nb-Ti,2,36,Nb,17.88772246465941
Nb-Ti,2,37,Nb,18.096908236484946
Nb-Ti,2,38,Ti,17.883758468726306
Nb-Ti,2,39,Ti,17.956404301718045
Nb-Ti,2,40,Nb,17.625753229247167
Nb-Ti,2,41,Nb,17.708389373105575
Nb-Ti,2,42,Ti,18.0599363035343
Nb-Ti,2,43,Nb,17.86990918647255
Nb-Ti,2,44,Nb,17.884579395442792
Nb-Ti,2,45,Ti,17.968940639498307
Nb-Ti,2,46,Ti,18.007675597293996
Nb-Ti,2,47,Ti,17.998062894979004
Nb-Ti,2,48,Nb,17.6458319739929
Nb-Ti,2,49,Ti,17.90804542302277
Nb-Ti,2,50,Nb,17.745187053600485
Nb-Ti,2,51,Ti,17.976471264418798
Nb-Ti,2,52,Nb,17.578517642576983
Nb-Ti,2,53,Ti,17.795816667672998
Nb-Ti,2,54,Nb,17.72253702421891
Nb-Ti,2,55,Nb,17.632884465886157
Nb-Ti,2,56,Ti,17.74671672188455
Nb-Ti,2,57,Nb,17.732866643044233
Nb-Ti,2,58,Nb,17.853668366062745
Nb-Ti,2,59,Nb,17.790778304720696
Nb-Ti,2,60,Nb,17.83887947084762
Nb-Ti,2,61,Ti,18.070292574841577
Nb-Ti,2,62,Nb,17.81530447550494
Nb-Ti,2,63,Ti,17.641282838552723
Nb-Ti,2,64,Nb,17.498041902270174
Nb-Ti,2,65,Ti,17.911210451581958
Nb-Ti,2,66,Nb,18.037106917264055
Nb-Ti,2,67,Nb,18.086480944527143
Nb-Ti,2,68,Nb,17.800208109354607
Nb-Ti,2,69,Nb,17.68535569008271
Nb-Ti,2,70,Nb,17.844663419925254
Nb-Ti,2,71,Nb,17.468219441921285
Nb-Ti,2,72,Nb,17.641382531518133
Nb-Ti,2,73,Ti,17.991486772334824
Nb-Ti,2,74,Ti,17.910582166701033
Nb-Ti,2,75,Ti,17.896487325147234
Nb-Ti,2,76,Ti,18.009421349114923
Nb-Ti,2,77,Nb,17.886782562225875
Nb-Ti,2,78,Ti,18.156927137508184
Nb-Ti,2,79,Nb,17.598534274742136
Nb-Ti,2,80,Ti,17.75926782764317
Nb-Ti,2,81,Ti,17.89446358486851
Nb-Ti,2,82,Nb,17.84661641766957
Nb-Ti,2,83,Nb,17.570879542081844
Nb-Ti,2,84,Nb,17.703070377086576
Nb-Ti,2,85,Ti,18.00852017916838
Nb-Ti,2,86,Nb,17.706772218525984
Nb-Ti,2,87,Nb,17.433600279223185
Nb-Ti,2,88,Ti,17.78027335126904
Nb-Ti,2,89,Nb,17.848848462740246
Nb-Ti,2,90,Ti,17.890637142195143
Nb-Ti,2,91,Nb,17.704250575020065
Nb-Ti,2,92,Ti,18.0192782435889
Nb-Ti,2,93,Ti,18.16128972428192
Nb-Ti,2,94,Ti,18.13568160235252
Nb-Ti,2,95,Ti,17.780358765111213
Nb-Ti,2,96,Nb,17.740156880163454
Nb-Ti,2,97,Nb,17.899137283701492
Nb-Ti,2,98,Nb,18.11368169716927
Nb-Ti,2,99,Ti,17.98413578478518
Nb-Ti,2,100,Nb,17.922573986505824
Nb-Ti,2,101,Ti,17.891757247868885
Nb-Ti,2,102,Ti,17.76166961447469
Nb-Ti,2,103,Ti,17.695086052047177
Nb-Ti,2,104,Ti,17.968157114116124
Nb-Ti,2,105,Ti,18.067786164130155
Nb-Ti,2,106,Nb,17.951106394938154
Nb-Ti,2,107,Nb,17.82582804406161
Nb-Ti,2,108,Nb,17.995228740967057
Nb-Ti,2,109,Nb,17.831147961499
Nb-Ti,2,110,Nb,17.602374579208387
Nb-Ti,2,111,Ti,17.773162043712347
Nb-Ti,2,112,Ti,17.965364317793927
Nb-Ti,2,113,Ti,17.78983420719907
Nb-Ti,2,114,Ti,17.786088983701354
Nb-Ti,2,115,Ti,17.644946187721917
Nb-Ti,2,116,Nb,17.597565362819317
Nb-Ti,2,117,Ti,18.159874299917558
Nb-Ti,2,118,Ti,17.549557073810565
Nb-Ti,2,119,Nb,17.389695700107165
Nb-Ti,2,120,Ti,17.63752156090388
Nb-Ti,2,121,Nb,17.89412664907487
Nb-Ti,2,122,Nb,17.78733372369045
Nb-Ti,2,123,Nb,17.72604600459901
Nb-Ti,2,124,Ti,18.05468888706284
Nb-Ti,2,125,Ti,18.17333372625425
Nb-Ti,2,126,Ti,18.328268129417218
Nb-Ti,2,127,Ti,17.644942923412852
Nb-V,0,0,V,15.074007189967514
Nb-V,0,1,Nb,15.675234809762504
Nb-V,0,2,V,15.51475293993515
Nb-V,0,3,Nb,16.16238794722195
Nb-V,0,4,V,15.558339286145667
Nb-V,0,5,V,15.02486761302374
Nb-V,0,6,V,14.696614515351783
Nb-V,0,7,V,14.888996255995398
Nb-V,0,8,V,15.095561508199259
Nb-V,0,9,V,15.57886637116849
Nb-V,0,10,V,14.857861384850438
Nb-V,0,11,Nb,16.17491298045547
Nb-V,0,12,V,15.55117841052487
Nb-V,0,13,Nb,15.214184236206073
Nb-V,0,14,Nb,15.409253160020892
Nb-V,0,15,V,14.827187109556077
Nb-V,0,16,Nb,16.129244953266937
Nb-V,0,17,Nb,16.827624145640495
Nb-V,0,18,Nb,16.579660988262127
Nb-V,0,19,Nb,16.358948450797698
Nb-V,0,20,V,14.891226179078032
Nb-V,0,21,V,14.855961977994138
Nb-V,0,22,V,14.82991752514004
