material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,structure_type,lattice_constant_calc
vasp-Ca1W1,CaW,Ca,W,1.0,1.0,3.517154449686732,-5.719269625,,VASP,B2,3.517154449686732
vasp-Ca1Y1,CaY,Ca,Y,1.0,1.0,4.145457852742469,-4.00635113,,VASP,B2,4.145457852742469
vasp-Ca1Zn1,CaZn,Ca,Zn,1.0,1.0,3.666332185075035,-1.769905405,,VASP,B2,3.666332185075035
vasp-Ca1Zr1,CaZr,Ca,Zr,1.0,1.0,3.854844197499542,-4.61752274,,VASP,B2,3.854844197499542
vasp-Cd1Ag1,CdAg,Cd,Ag,1.0,1.0,3.3837028991202533,-1.86594472,,VASP,B2,3.3837028991202533
vasp-Cd1Al1,CdAl,Cd,Al,1.0,1.0,3.464276299862894,-2.026361025,,VASP,B2,3.464276299862894
vasp-Cd1As1,CdAs,Cd,As,1.0,1.0,3.4986617325254503,-2.447972115,,VASP,B2,3.4986617325254503
vasp-Cd1B1,CdB,Cd,B,1.0,1.0,3.105141957987849,-2.24871053,,VASP,B2,3.105141957987849
vasp-Cd1Ca1,CdCa,Cd,Ca,1.0,1.0,3.8203800325643877,-1.71626558,,VASP,B2,3.8203800325643877
vasp-Cd1Cd1,CdCd,Cd,Cd,1.0,1.0,3.584003060023882,-0.7262462,,VASP,B2,3.584003060023882
vasp-Cd1Ce1,CdCe,Cd,Ce,1.0,1.0,3.8363177391649876,-3.466044305,,VASP,B2,3.8363177391649876
vasp-Cd1Co1,CdCo,Cd,Co,1.0,1.0,3.124890332962847,-3.511903505,,VASP,B2,3.124890332962847
vasp-Cd1Cr1,CdCr,Cd,Cr,1.0,1.0,3.335261114963271,-4.63898566,,VASP,B2,3.335261114963271
vasp-Cd1Cu1,CdCu,Cd,Cu,1.0,1.0,3.200584068883823,-2.25655395,,VASP,B2,3.200584068883823
vasp-Cd1Fe1,CdFe,Cd,Fe,1.0,1.0,3.205302748159774,-4.09985845,,VASP,B2,3.205302748159774
vasp-Cd1Ga1,CdGa,Cd,Ga,1.0,1.0,3.499192114881254,-1.73028233,,VASP,B2,3.499192114881254
vasp-Cd1Gd1,CdGd,Cd,Gd,1.0,1.0,3.7707091331424087,-7.78526919,,VASP,B2,3.7707091331424087
vasp-Cd1Ge1,CdGe,Cd,Ge,1.0,1.0,3.509354684355478,-2.421043785,,VASP,B2,3.509354684355478
vasp-Cd1Hf1,CdHf,Cd,Hf,1.0,1.0,3.4747764687689164,-5.300480665,,VASP,B2,3.4747764687689164
vasp-Cd1In1,CdIn,Cd,In,1.0,1.0,3.7016306985966416,-1.59486708,,VASP,B2,3.7016306985966416
vasp-Cd1La1,CdLa,Cd,La,1.0,1.0,3.9367461768811425,-3.149749465,,VASP,B2,3.9367461768811425
vasp-Cd1Mg1,CdMg,Cd,Mg,1.0,1.0,3.5199257008715206,-1.23374136,,VASP,B2,3.5199257008715206
vasp-Cd1Mn1,CdMn,Cd,Mn,1.0,1.0,3.301684321411882,-4.60225031,,VASP,B2,3.301684321411882
vasp-Cd1Mo1,CdMo,Cd,Mo,1.0,1.0,3.2842577883898745,-5.012500505,,VASP,B2,3.2842577883898745
vasp-Cd1Na1,CdNa,Cd,Na,1.0,1.0,3.734891704241073,-1.123186145,,VASP,B2,3.734891704241073
