dir,status,volume_returncode,relax_returncode,static_returncode,energy_source,energy_eV,free_energy_TOTEN_eV,lattice_type,atoms_per_cubic_cell,natoms,volume_A3,a_lattice_A,a_bcc_A,cell_a_A,cell_b_A,cell_c_A,relax_converged,note,structure_root,case_dir
Cr8Ni8,OK,0,0,0,static_OUTCAR,-118.1028855500,-118.1034605500,bcc,2.0,16,184.14564952,2.84461716,2.84461716,5.68923432,5.68923432,5.68923432,yes,CLEANED:0,BCC_SQS,Cr8Ni8
Cr8Os8,OK,0,0,0,static_OUTCAR,-162.9437139500,-162.9438475700,bcc,2.0,16,214.03368850,2.99086894,2.99086894,5.98173788,5.98173788,5.98173788,yes,CLEANED:0,BCC_SQS,Cr8Os8
Cr8Pd8,OK,0,0,0,static_OUTCAR,-113.4074388600,-113.4081354300,bcc,2.0,16,236.51441965,3.09211672,3.09211672,6.18423344,6.18423344,6.18423344,no,CLEANED:0,BCC_SQS,Cr8Pd8
Cr8Pt8,OK,0,0,0,static_OUTCAR,-122.4990715200,-122.4996757700,bcc,2.0,16,238.90591472,3.10250368,3.10250368,6.20500736,6.20500736,6.20500736,no,CLEANED:0,BCC_SQS,Cr8Pt8
Cr8Re8,OK,0,0,0,static_OUTCAR,-173.9782567400,-173.9776177900,bcc,2.0,16,217.37657079,3.00635952,3.00635952,6.01271904,6.01271904,6.01271904,yes,CLEANED:0,BCC_SQS,Cr8Re8
Cr8Rh8,OK,0,0,0,static_OUTCAR,-132.4603161200,-132.4594778300,bcc,2.0,16,220.36957667,3.02009462,3.02009462,6.04018925,6.04018925,6.04018925,yes,CLEANED:0,BCC_SQS,Cr8Rh8
Cr8Ru8,OK,0,0,0,static_OUTCAR,-147.1508384900,-147.1511715600,bcc,2.0,16,208.26518398,2.96375452,2.96375452,5.92750904,5.92750904,5.92750904,yes,CLEANED:0,BCC_SQS,Cr8Ru8
Cr8Sc8,OK,0,0,0,static_OUTCAR,-119.9381295700,-119.9392238400,bcc,2.0,16,290.27200000,3.31058736,3.31058736,6.62117472,6.62117472,6.62117472,yes,CLEANED:0,BCC_SQS,Cr8Sc8
Cr8Si8,OK,0,0,0,static_OUTCAR,-119.4746807900,-119.4746683300,bcc,2.0,16,190.89656412,2.87896272,2.87896272,5.75792545,5.75792545,5.75792545,yes,CLEANED:0,BCC_SQS,Cr8Si8
Cr8Sn8,OK,0,0,0,static_OUTCAR,-97.5719806500,-97.5717535600,bcc,2.0,16,335.78468516,3.47528399,3.47528399,6.95056797,6.95056797,6.95056797,yes,CLEANED:0,BCC_SQS,Cr8Sn8
Cr8Ta8,OK,0,0,0,static_OUTCAR,-168.8111489900,-168.8114383400,bcc,2.0,16,236.59200000,3.09245477,3.09245477,6.18490954,6.18490954,6.18490954,yes,CLEANED:0,BCC_SQS,Cr8Ta8
Cr8Tb8,OK,0,0,0,static_OUTCAR,-103.6981413100,-103.6984329900,bcc,2.0,16,349.48809897,3.52193066,3.52193066,7.04386132,7.04386132,7.04386132,yes,CLEANED:0,BCC_SQS,Cr8Tb8
Cr8Ti8,OK,0,0,0,static_OUTCAR,-136.9956647500,-136.9949043600,bcc,2.0,16,227.76146425,3.05349176,3.05349176,6.10698353,6.10698353,6.10698353,yes,CLEANED:0,BCC_SQS,Cr8Ti8
Cr8V8,OK,0,0,0,static_OUTCAR,-148.9534641900,-148.9543431800,bcc,2.0,16,197.90274736,2.91376113,2.91376113,5.82752226,5.82752226,5.82752226,yes,CLEANED:0,BCC_SQS,Cr8V8
Cr8W8,OK,0,0,0,static_OUTCAR,-178.1634499400,-178.1628079500,bcc,2.0,16,226.07500982,3.04593658,3.04593658,6.09187317,6.09187317,6.09187317,yes,CLEANED:0,BCC_SQS,Cr8W8
Cr8Y8,OK,0,0,0,static_OUTCAR,-116.5108979500,-116.5112804100,bcc,2.0,16,377.79804171,3.61456943,3.61456943,7.22913887,7.22913887,7.22913887,yes,CLEANED:0,BCC_SQS,Cr8Y8
Cr8Zn8,OK,0,0,0,static_OUTCAR,-82.4645734900,-82.4645840600,bcc,2.0,16,219.76739416,3.01734121,3.01734121,6.03468241,6.03468241,6.03468241,yes,CLEANED:0,BCC_SQS,Cr8Zn8
Cr8Zr8,OK,0,0,0,static_OUTCAR,-139.4664458200,-139.4662880900,bcc,2.0,16,271.96366651,3.23946755,3.23946755,6.47893509,6.47893509,6.47893509,yes,CLEANED:0,BCC_SQS,Cr8Zr8
Cu12Dy4,OK,0,0,0,static_OUTCAR,-62.6647200800,-62.6640915300,bcc,2.0,16,258.61719639,3.18558456,3.18558456,6.37116912,6.37116912,6.37116912,yes,CLEANED:0,BCC_SQS,Cu12Dy4
Cu12Er4,OK,0,0,0,static_OUTCAR,-62.7061404000,-62.7057526800,bcc,2.0,16,254.64644813,3.16919682,3.16919682,6.33839365,6.33839365,6.33839365,yes,CLEANED:0,BCC_SQS,Cu12Er4
Cu12Fe4,OK,0,0,0,static_OUTCAR,-76.0703774600,-76.0706547000,bcc,2.0,16,189.84857463,2.87368471,2.87368471,5.74736943,5.74736943,5.74736943,yes,CLEANED:0,BCC_SQS,Cu12Fe4
Cu12Ge4,OK,0,0,0,static_OUTCAR,-61.5179948400,-61.5181892500,bcc,2.0,16,209.95877091,2.97176647,2.97176647,5.94353294,5.94353294,5.94353294,yes,CLEANED:0,BCC_SQS,Cu12Ge4
Cu12Hf4,OK,0,0,0,static_OUTCAR,-84.2030047400,-84.2017339100,bcc,2.0,16,234.56477711,3.08359692,3.08359692,6.16719385,6.16719385,6.16719385,yes,CLEANED:0,BCC_SQS,Cu12Hf4
Cu12Ir4,OK,0,0,0,static_OUTCAR,-78.3677159700,-78.3660079200,bcc,2.0,16,205.14410630,2.94887492,2.94887492,5.89774985,5.89774985,5.89774985,yes,CLEANED:0,BCC_SQS,Cu12Ir4
Cu12La4,OK,0,0,0,static_OUTCAR,-63.1908524200,-63.1923040400,bcc,2.0,16,285.76505944,3.29336384,3.29336384,6.58672769,6.58672769,6.58672769,yes,CLEANED:0,BCC_SQS,Cu12La4
Cu12Mg4,OK,0,0,0,static_OUTCAR,-50.9432192600,-50.9451601400,bcc,2.0,16,214.22818373,2.99177462,2.99177462,5.98354923,5.98354923,5.98354923,yes,CLEANED:0,BCC_SQS,Cu12Mg4
Cu12Mn4,OK,0,0,0,static_OUTCAR,-78.6436932200,-78.6437814800,bcc,2.0,16,198.70583885,2.91769717,2.91769717,5.83539434,5.83539434,5.83539434,yes,CLEANED:0,BCC_SQS,Cu12Mn4
Cu12Mo4,OK,0,0,0,static_OUTCAR,-85.4322552300,-85.4326551400,bcc,2.0,16,209.31542550,2.96872805,2.96872805,5.93745610,5.93745610,5.93745610,yes,CLEANED:0,BCC_SQS,Cu12Mo4
Cu12Nb4,OK,0,0,0,static_OUTCAR,-83.1512815200,-83.1524832400,bcc,2.0,16,223.11230311,3.03257240,3.03257240,6.06514479,6.06514479,6.06514479,yes,CLEANED:0,BCC_SQS,Cu12Nb4
Cu12Ni4,OK,0,0,0,static_OUTCAR,-66.1636775000,-66.1610222000,bcc,2.0,16,184.04426748,2.84409502,2.84409502,5.68819005,5.68819005,5.68819005,yes,CLEANED:0,BCC_SQS,Cu12Ni4
Cu12Os4,OK,0,0,0,static_OUTCAR,-85.6104754100,-85.6086322700,bcc,2.0,16,203.49236018,2.94093916,2.94093916,5.88187833,5.88187833,5.88187833,yes,CLEANED:0,BCC_SQS,Cu12Os4
Cu12Pb4,OK,0,0,0,static_OUTCAR,-53.9857607800,-53.9851824500,bcc,2.0,16,235.26358153,3.08665606,3.08665606,6.17331211,6.17331211,6.17331211,no,CLEANED:0,BCC_SQS,Cu12Pb4
Cu12Pd4,OK,0,0,0,static_OUTCAR,-66.4103779300,-66.4098672000,bcc,2.0,16,206.89664662,2.95724851,2.95724851,5.91449702,5.91449702,5.91449702,yes,CLEANED:0,BCC_SQS,Cu12Pd4
Cu12Pt4,OK,0,0,0,static_OUTCAR,-70.1127681100,-70.1117952600,bcc,2.0,16,210.07291324,2.97230490,2.97230490,5.94460979,5.94460979,5.94460979,yes,CLEANED:0,BCC_SQS,Cu12Pt4
Cu12Re4,OK,0,0,0,static_OUTCAR,-90.6546268900,-90.6552669800,bcc,2.0,16,205.58758305,2.95099834,2.95099834,5.90199667,5.90199667,5.90199667,yes,CLEANED:0,BCC_SQS,Cu12Re4
Cu12Rh4,OK,0,0,0,static_OUTCAR,-72.8270909200,-72.8282041900,bcc,2.0,16,202.43412237,2.93583230,2.93583230,5.87166460,5.87166460,5.87166460,yes,CLEANED:0,BCC_SQS,Cu12Rh4
Cu12Ru4,OK,0,0,0,static_OUTCAR,-78.6073629100,-78.6037938100,bcc,2.0,16,200.83200000,2.92806677,2.92806677,5.85613353,5.85613353,5.85613353,yes,CLEANED:0,BCC_SQS,Cu12Ru4
Cu12Sc4,OK,0,0,0,static_OUTCAR,-70.4138458500,-70.4135226000,bcc,2.0,16,230.29157796,3.06475684,3.06475684,6.12951368,6.12951368,6.12951368,yes,CLEANED:0,BCC_SQS,Cu12Sc4
Cu12Si4,OK,0,0,0,static_OUTCAR,-66.0727230000,-66.0732638100,bcc,2.0,16,194.91714653,2.89903429,2.89903429,5.79806859,5.79806859,5.79806859,yes,CLEANED:0,BCC_SQS,Cu12Si4
Cu12Sn4,OK,0,0,0,static_OUTCAR,-58.2652683200,-58.2651909300,bcc,2.0,16,243.15485372,3.12078837,3.12078837,6.24157674,6.24157674,6.24157674,yes,CLEANED:0,BCC_SQS,Cu12Sn4
Cu12Ta4,OK,0,0,0,static_OUTCAR,-89.8866162900,-89.8872509000,bcc,2.0,16,222.43962209,3.02952160,3.02952160,6.05904321,6.05904321,6.05904321,yes,CLEANED:0,BCC_SQS,Cu12Ta4
Cu12Tb4,OK,0,0,0,static_OUTCAR,-62.6642344500,-62.6629565400,bcc,2.0,16,260.95581918,3.19515796,3.19515796,6.39031591,6.39031591,6.39031591,yes,CLEANED:0,BCC_SQS,Cu12Tb4
Cu12Ti4,OK,0,0,0,static_OUTCAR,-75.8233509500,-75.8236798400,bcc,2.0,16,210.47869133,2.97421744,2.97421744,5.94843488,5.94843488,5.94843488,yes,CLEANED:0,BCC_SQS,Cu12Ti4
Cu12V4,OK,0,0,0,static_OUTCAR,-78.8135728100,-78.8134553700,bcc,2.0,16,197.22156839,2.91041424,2.91041424,5.82082849,5.82082849,5.82082849,yes,CLEANED:0,BCC_SQS,Cu12V4
Cu12W4,OK,0,0,0,static_OUTCAR,-92.5325065800,-92.5337324600,bcc,2.0,16,211.60511955,2.97951375,2.97951375,5.95902751,5.95902751,5.95902751,yes,CLEANED:0,BCC_SQS,Cu12W4
Cu12Y4,OK,0,0,0,static_OUTCAR,-70.1400605300,-70.1395783800,bcc,2.0,16,260.60184519,3.19371261,3.19371261,6.38742522,6.38742522,6.38742522,yes,CLEANED:0,BCC_SQS,Cu12Y4
Cu12Zn4,OK,0,0,0,static_OUTCAR,-49.7494911900,-49.7506053400,bcc,2.0,16,197.95596878,2.91402230,2.91402230,5.82804461,5.82804461,5.82804461,yes,CLEANED:0,BCC_SQS,Cu12Zn4
Cu12Zr4,OK,0,0,0,static_OUTCAR,-78.5512930200,-78.5510053000,bcc,2.0,16,237.66141544,3.09710715,3.09710715,6.19421430,6.19421430,6.19421430,yes,CLEANED:0,BCC_SQS,Cu12Zr4
Cu4Dy12,OK,0,0,0,static_OUTCAR,-68.7770050600,-68.7779737200,bcc,2.0,16,429.02400001,3.77106369,3.77106369,7.54212737,7.54212737,7.54212737,yes,CLEANED:0,BCC_SQS,Cu4Dy12
Cu4Er12,OK,0,0,0,static_OUTCAR,-68.2737429000,-68.2718097400,bcc,2.0,16,411.56902954,3.71921170,3.71921170,7.43842341,7.43842341,7.43842341,yes,CLEANED:0,BCC_SQS,Cu4Er12
Cu4Fe12,OK,0,0,0,static_OUTCAR,-112.4348603300,-112.4344646700,bcc,2.0,16,188.79193692,2.86834345,2.86834345,5.73668690,5.73668690,5.73668690,yes,CLEANED:0,BCC_SQS,Cu4Fe12
Cu4Ge12,OK,0,0,0,static_OUTCAR,-64.2594455600,-64.2576028900,bcc,2.0,16,279.17084277,3.26783427,3.26783427,6.53566855,6.53566855,6.53566855,yes,CLEANED:0,BCC_SQS,Cu4Ge12
Cu4Hf12,OK,0,0,0,static_OUTCAR,-133.0138398300,-133.0139124900,bcc,2.0,16,316.36928010,3.40696841,3.40696841,6.81393682,6.81393682,6.81393682,yes,CLEANED:0,BCC_SQS,Cu4Hf12
Cu4Ir12,OK,0,0,0,static_OUTCAR,-116.0709911900,-116.0699856000,bcc,2.0,16,229.90456819,3.06303908,3.06303908,6.12607816,6.12607816,6.12607816,yes,CLEANED:0,BCC_SQS,Cu4Ir12
Cu4La12,CHECK,1,0,0,static_OUTCAR,47.8721530700,47.8749087400,bcc,2.0,16,499.18800001,3.96635318,3.96635318,7.93270637,7.93270637,7.93270637,yes,CLEANED:0;VOLUME_NONZERO,BCC_SQS,Cu4La12
Cu4Mg12,OK,0,0,0,static_OUTCAR,-32.7393930600,-32.7412486000,bcc,2.0,16,299.68921286,3.34600851,3.34600851,6.69201702,6.69201702,6.69201702,yes,CLEANED:0,BCC_SQS,Cu4Mg12
Cu4Mn12,OK,0,0,0,static_OUTCAR,-119.4613071700,-119.4621689000,bcc,2.0,16,184.87976716,2.84839228,2.84839228,5.69678455,5.69678455,5.69678455,no,CLEANED:0,BCC_SQS,Cu4Mn12
Cu4Mo12,OK,0,0,0,static_OUTCAR,-142.5775708000,-142.5779011000,bcc,2.0,16,240.18533449,3.10803213,3.10803213,6.21606426,6.21606426,6.21606426,yes,CLEANED:0,BCC_SQS,Cu4Mo12
Cu4Nb12,OK,0,0,0,static_OUTCAR,-134.1283332400,-134.1273574800,bcc,2.0,16,273.53617980,3.24569916,3.24569916,6.49139832,6.49139832,6.49139832,yes,CLEANED:0,BCC_SQS,Cu4Nb12
Cu4Ni12,OK,0,0,0,static_OUTCAR,-79.4010842200,-79.3995720400,bcc,2.0,16,176.76302011,2.80608276,2.80608276,5.61216552,5.61216552,5.61216552,yes,CLEANED:0,BCC_SQS,Cu4Ni12
Cu4Os12,OK,0,0,0,static_OUTCAR,-142.1903596900,-142.1903609400,bcc,2.0,16,226.95533214,3.04988503,3.04988503,6.09977005,6.09977005,6.09977005,yes,CLEANED:0,BCC_SQS,Cu4Os12
Cu4Pb12,OK,0,0,0,static_OUTCAR,-54.4474484200,-54.4444193200,bcc,2.0,16,431.40112854,3.77801574,3.77801574,7.55603149,7.55603149,7.55603149,yes,CLEANED:0,BCC_SQS,Cu4Pb12
Cu4Pd12,OK,0,0,0,static_OUTCAR,-77.5919136300,-77.5920193900,bcc,2.0,16,233.68800000,3.07975008,3.07975008,6.15950016,6.15950016,6.15950016,yes,CLEANED:0,BCC_SQS,Cu4Pd12
Cu4Pt12,OK,0,0,0,static_OUTCAR,-87.5695177800,-87.5685953300,bcc,2.0,16,241.32974913,3.11296061,3.11296061,6.22592121,6.22592121,6.22592121,yes,CLEANED:0,BCC_SQS,Cu4Pt12
Cu4Re12,OK,0,0,0,static_OUTCAR,-159.7625091400,-159.7643806200,bcc,2.0,16,231.65591101,3.07079718,3.07079718,6.14159436,6.14159436,6.14159436,yes,CLEANED:0,BCC_SQS,Cu4Re12
Cu4Rh12,OK,0,0,0,static_OUTCAR,-98.8616175500,-98.8617070000,bcc,2.0,16,222.58184901,3.03016715,3.03016715,6.06033431,6.06033431,6.06033431,yes,CLEANED:0,BCC_SQS,Cu4Rh12
Cu4Ru12,OK,0,0,0,static_OUTCAR,-120.1542474800,-120.1557219100,bcc,2.0,16,219.02722661,3.01394997,3.01394997,6.02789994,6.02789994,6.02789994,yes,CLEANED:0,BCC_SQS,Cu4Ru12
Cu4Sc12,OK,0,0,0,static_OUTCAR,-89.7566703000,-89.7554074500,bcc,2.0,16,335.14764079,3.47308485,3.47308485,6.94616969,6.94616969,6.94616969,yes,CLEANED:0,BCC_SQS,Cu4Sc12
Cu4Si12,OK,0,0,0,static_OUTCAR,-73.6725784300,-73.6719350800,bcc,2.0,16,224.81251318,3.04025607,3.04025607,6.08051214,6.08051214,6.08051214,yes,CLEANED:0,BCC_SQS,Cu4Si12
Cu4Sn12,OK,0,0,0,static_OUTCAR,-58.2913542700,-58.2918506800,bcc,2.0,16,385.67790353,3.63952682,3.63952682,7.27905363,7.27905363,7.27905363,yes,CLEANED:0,BCC_SQS,Cu4Sn12
Cu4Ta12,OK,0,0,0,static_OUTCAR,-154.5524015100,-154.5518307000,bcc,2.0,16,266.00399999,3.21562991,3.21562991,6.43125983,6.43125983,6.43125983,yes,CLEANED:0,BCC_SQS,Cu4Ta12
Cu4Tb12,OK,0,0,0,static_OUTCAR,-69.1129651300,-69.1121073900,bcc,2.0,16,428.78512780,3.77036367,3.77036367,7.54072734,7.54072734,7.54072734,yes,CLEANED:0,BCC_SQS,Cu4Tb12
Cu4Ti12,OK,0,0,0,static_OUTCAR,-108.2359674800,-108.2361284600,bcc,2.0,16,251.30370695,3.15526836,3.15526836,6.31053672,6.31053672,6.31053672,yes,CLEANED:0,BCC_SQS,Cu4Ti12
Cu4V12,OK,0,0,0,static_OUTCAR,-121.6155864900,-121.6146183700,bcc,2.0,16,209.57901678,2.96997370,2.96997370,5.93994740,5.93994740,5.93994740,yes,CLEANED:0,BCC_SQS,Cu4V12
Cu4W12,OK,0,0,0,static_OUTCAR,-165.7263675900,-165.7267634000,bcc,2.0,16,246.08379963,3.13326898,3.13326898,6.26653796,6.26653796,6.26653796,yes,CLEANED:0,BCC_SQS,Cu4W12
Cu4Y12,OK,0,0,0,static_OUTCAR,-91.4126375800,-91.4121891500,bcc,2.0,16,432.35189249,3.78078916,3.78078916,7.56157832,7.56157832,7.56157832,yes,CLEANED:0,BCC_SQS,Cu4Y12
Cu4Zn12,OK,0,0,0,static_OUTCAR,-28.4075770400,-28.4085262100,bcc,2.0,16,220.55237560,3.02092946,3.02092946,6.04185892,6.04185892,6.04185892,yes,CLEANED:0,BCC_SQS,Cu4Zn12
Cu4Zr12,OK,0,0,0,static_OUTCAR,-116.7073401700,-116.7054693400,bcc,2.0,16,320.74800000,3.42261453,3.42261453,6.84522906,6.84522906,6.84522906,yes,CLEANED:0,BCC_SQS,Cu4Zr12
Cu8Cu8,OK,0,0,0,static_OUTCAR,-59.3877344200,-59.3901793600,bcc,2.0,16,189.36531487,2.87124432,2.87124432,5.74248864,5.74248864,5.74248864,yes,CLEANED:0,BCC_SQS,Cu8Cu8
Cu8Dy8,OK,0,0,0,static_OUTCAR,-65.6099474100,-65.6119137000,bcc,2.0,16,337.70169405,3.48188495,3.48188495,6.96376991,6.96376991,6.96376991,yes,CLEANED:0,BCC_SQS,Cu8Dy8
Cu8Er8,OK,0,0,0,static_OUTCAR,-65.4971472400,-65.4977347400,bcc,2.0,16,344.69599999,3.50575923,3.50575923,7.01151845,7.01151845,7.01151845,yes,CLEANED:0,BCC_SQS,Cu8Er8
Cu8Fe8,OK,0,0,0,static_OUTCAR,-93.6852679900,-93.6847542400,bcc,2.0,16,189.54772090,2.87216593,2.87216593,5.74433187,5.74433187,5.74433187,yes,CLEANED:0,BCC_SQS,Cu8Fe8
Cu8Ge8,OK,0,0,0,static_OUTCAR,-62.4594867800,-62.4596290600,bcc,2.0,16,244.71558709,3.12745125,3.12745125,6.25490250,6.25490250,6.25490250,yes,CLEANED:0,BCC_SQS,Cu8Ge8
Cu8Hf8,OK,0,0,0,static_OUTCAR,-108.1570175200,-108.1587469200,bcc,2.0,16,276.74950216,3.25835916,3.25835916,6.51671832,6.51671832,6.51671832,yes,CLEANED:0,BCC_SQS,Cu8Hf8
Cu8Ir8,OK,0,0,0,static_OUTCAR,-97.4093479400,-97.4113094100,bcc,2.0,16,217.83848106,3.00848745,3.00848745,6.01697490,6.01697490,6.01697490,yes,CLEANED:0,BCC_SQS,Cu8Ir8
Cu8La8,OK,0,0,0,static_OUTCAR,-68.4716727100,-68.4708841900,bcc,2.0,16,396.92000000,3.67455144,3.67455144,7.34910289,7.34910289,7.34910289,yes,CLEANED:0,BCC_SQS,Cu8La8
Cu8Mg8,OK,0,0,0,static_OUTCAR,-41.9919450000,-41.9908021100,bcc,2.0,16,250.72460232,3.15284283,3.15284283,6.30568566,6.30568566,6.30568566,yes,CLEANED:0,BCC_SQS,Cu8Mg8
Cu8Mn8,OK,0,0,0,static_OUTCAR,-97.2766550900,-97.2768096200,bcc,2.0,16,199.09673025,2.91960913,2.91960913,5.83921827,5.83921827,5.83921827,yes,CLEANED:0,BCC_SQS,Cu8Mn8
Cu8Mo8,OK,0,0,0,static_OUTCAR,-112.9468522600,-112.9474153100,bcc,2.0,16,225.05102088,3.04133085,3.04133085,6.08266169,6.08266169,6.08266169,yes,CLEANED:0,BCC_SQS,Cu8Mo8
Cu8Nb8,OK,0,0,0,static_OUTCAR,-108.2225652600,-108.2230971700,bcc,2.0,16,249.09149436,3.14598251,3.14598251,6.29196502,6.29196502,6.29196502,yes,CLEANED:0,BCC_SQS,Cu8Nb8
Cu8Ni8,OK,0,0,0,static_OUTCAR,-72.6744957400,-72.6741646000,bcc,2.0,16,180.19149839,2.82410888,2.82410888,5.64821776,5.64821776,5.64821776,yes,CLEANED:0,BCC_SQS,Cu8Ni8
Cu8Os8,OK,0,0,0,static_OUTCAR,-113.5211857300,-113.5208475700,bcc,2.0,16,215.52933270,2.99781940,2.99781940,5.99563880,5.99563880,5.99563880,yes,CLEANED:0,BCC_SQS,Cu8Os8
Cu8Pb8,OK,0,0,0,static_OUTCAR,-52.8931748500,-52.8933690400,bcc,2.0,16,327.87920669,3.44779389,3.44779389,6.89558779,6.89558779,6.89558779,no,CLEANED:0,BCC_SQS,Cu8Pb8
Cu8Pd8,OK,0,0,0,static_OUTCAR,-72.4466103700,-72.4466490200,bcc,2.0,16,221.87704441,3.02696543,3.02696543,6.05393087,6.05393087,6.05393087,yes,CLEANED:0,BCC_SQS,Cu8Pd8
Cu8Pt8,OK,0,0,0,static_OUTCAR,-79.4078895700,-79.4083817200,bcc,2.0,16,226.84554076,3.04939315,3.04939315,6.09878629,6.09878629,6.09878629,yes,CLEANED:0,BCC_SQS,Cu8Pt8
Cu8Re8,OK,0,0,0,static_OUTCAR,-124.5012000800,-124.5010851400,bcc,2.0,16,215.19200000,2.99625459,2.99625459,5.99250917,5.99250917,5.99250917,yes,CLEANED:0,BCC_SQS,Cu8Re8
Cu8Rh8,OK,0,0,0,static_OUTCAR,-85.8801279400,-85.8819276800,bcc,2.0,16,212.89181824,2.98554069,2.98554069,5.97108138,5.97108138,5.97108138,yes,CLEANED:0,BCC_SQS,Cu8Rh8
Cu8Ru8,OK,0,0,0,static_OUTCAR,-99.0221564000,-99.0221299300,bcc,2.0,16,210.30375479,2.97339322,2.97339322,5.94678644,5.94678644,5.94678644,yes,CLEANED:0,BCC_SQS,Cu8Ru8
Cu8Sc8,OK,0,0,0,static_OUTCAR,-80.3533622100,-80.3517913100,bcc,2.0,16,279.88757198,3.27062844,3.27062844,6.54125689,6.54125689,6.54125689,yes,CLEANED:0,BCC_SQS,Cu8Sc8
Cu8Si8,OK,0,0,0,static_OUTCAR,-69.8789834100,-69.8786515600,bcc,2.0,16,211.41614231,2.97862652,2.97862652,5.95725305,5.95725305,5.95725305,yes,CLEANED:0,BCC_SQS,Cu8Si8
Cu8Sn8,OK,0,0,0,static_OUTCAR,-57.8590332600,-57.8602707100,bcc,2.0,16,318.22085244,3.41360199,3.41360199,6.82720397,6.82720397,6.82720397,no,CLEANED:0,BCC_SQS,Cu8Sn8
Cu8Ta8,OK,0,0,0,static_OUTCAR,-121.6229127000,-121.6236423700,bcc,2.0,16,248.40494092,3.14308950,3.14308950,6.28617900,6.28617900,6.28617900,yes,CLEANED:0,BCC_SQS,Cu8Ta8
Cu8Tb8,OK,0,0,0,static_OUTCAR,-65.7170298900,-65.7191109100,bcc,2.0,16,341.28278082,3.49414934,3.49414934,6.98829869,6.98829869,6.98829869,yes,CLEANED:0,BCC_SQS,Cu8Tb8
Cu8Ti8,OK,0,0,0,static_OUTCAR,-92.1001054600,-92.1023287600,bcc,2.0,16,230.16992649,3.06421709,3.06421709,6.12843418,6.12843418,6.12843418,yes,CLEANED:0,BCC_SQS,Cu8Ti8
Cu8V8,OK,0,0,0,static_OUTCAR,-99.5519499900,-99.5521719900,bcc,2.0,16,203.62626860,2.94158412,2.94158412,5.88316824,5.88316824,5.88316824,yes,CLEANED:0,BCC_SQS,Cu8V8
Cu8W8,OK,0,0,0,static_OUTCAR,-127.8296213400,-127.8299182200,bcc,2.0,16,229.29199885,3.06031622,3.06031622,6.12063244,6.12063244,6.12063244,yes,CLEANED:0,BCC_SQS,Cu8W8
Cu8Y8,OK,0,0,0,static_OUTCAR,-80.5505640500,-80.5517532300,bcc,2.0,16,360.32800000,3.55797322,3.55797322,7.11594644,7.11594644,7.11594644,yes,CLEANED:0,BCC_SQS,Cu8Y8
Cu8Zn8,OK,0,0,0,static_OUTCAR,-39.5670563900,-39.5680547100,bcc,2.0,16,208.28517286,2.96384933,2.96384933,5.92769867,5.92769867,5.92769867,yes,CLEANED:0,BCC_SQS,Cu8Zn8
Cu8Zr8,OK,0,0,0,static_OUTCAR,-97.4308554100,-97.4304553900,bcc,2.0,16,282.16201219,3.27946388,3.27946388,6.55892776,6.55892776,6.55892776,yes,CLEANED:0,BCC_SQS,Cu8Zr8
Dy12Er4,OK,0,0,0,static_OUTCAR,-70.2468421900,-70.2486435200,bcc,2.0,16,508.07850405,3.98976159,3.98976159,7.97952317,7.97952317,7.97952317,yes,CLEANED:0,BCC_SQS,Dy12Er4
Dy12Fe4,OK,0,0,0,static_OUTCAR,-84.1351243500,-84.1338383100,bcc,2.0,16,394.98299906,3.66856433,3.66856433,7.33712865,7.33712865,7.33712865,yes,CLEANED:0,BCC_SQS,Dy12Fe4
Dy12Ge4,OK,0,0,0,static_OUTCAR,-59.6038518100,-59.6003668200,bcc,2.0,16,861.74490091,4.75805632,4.75805632,9.51611264,9.51611264,9.51611264,no,CLEANED:0,BCC_SQS,Dy12Ge4
Dy12Hf4,OK,0,0,0,static_OUTCAR,-90.8912797400,-90.8912846600,bcc,2.0,16,458.33441059,3.85505719,3.85505719,7.71011439,7.71011439,7.71011439,yes,CLEANED:0,BCC_SQS,Dy12Hf4
Dy12Ir4,OK,0,0,0,static_OUTCAR,-94.0930307500,-94.0919921700,bcc,2.0,16,384.80953094,3.63679324,3.63679324,7.27358648,7.27358648,7.27358648,yes,CLEANED:0,BCC_SQS,Dy12Ir4
Dy12La4,OK,0,0,0,static_OUTCAR,-72.4541434400,-72.4545225600,bcc,2.0,16,535.25095289,4.05965525,4.05965525,8.11931049,8.11931049,8.11931049,yes,CLEANED:0,BCC_SQS,Dy12La4
Dy12Mg4,OK,0,0,0,static_OUTCAR,-59.7103456500,-59.7088211400,bcc,2.0,16,475.70854667,3.90316570,3.90316570,7.80633141,7.80633141,7.80633141,yes,CLEANED:0,BCC_SQS,Dy12Mg4
Dy12Mn4,OK,0,0,0,static_OUTCAR,-83.8149965000,-83.8142598700,bcc,2.0,16,439.52645492,3.80158768,3.80158768,7.60317535,7.60317535,7.60317535,yes,CLEANED:0,BCC_SQS,Dy12Mn4
Dy12Mo4,OK,0,0,0,static_OUTCAR,-94.1381615000,-94.1363842800,bcc,2.0,16,401.59402680,3.68891872,3.68891872,7.37783743,7.37783743,7.37783743,yes,CLEANED:0,BCC_SQS,Dy12Mo4
Dy12Nb4,OK,0,0,0,static_OUTCAR,-91.7129432700,-91.7118781100,bcc,2.0,16,454.40799999,3.84401724,3.84401724,7.68803449,7.68803449,7.68803449,yes,CLEANED:0,BCC_SQS,Dy12Nb4
