material_id,formula,structure_type,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull,source,lattice_constant_calc
oqmd-305088,LaNd,B2,La,Nd,1,1,4.181635,0.1194843075,0.1194843075,OQMD,4.149633571055314
oqmd-306466,DyLu,B2,Dy,Lu,1,1,3.927739,0.120056424166665,0.120056424166665,OQMD,3.890092021879792
oqmd-307198,UGa,B2,Ga,U,1,1,3.516671,0.120200755,0.29533367041666714,OQMD,3.4833591754966835
oqmd-304543,GdTm,B2,Gd,Tm,1,1,3.960266,0.120800801250001,0.120800801250001,OQMD,3.9443316046114556
oqmd-305883,CePm,B2,Ce,Pm,1,1,4.151205,0.121591524999999,0.121591524999999,OQMD,4.138868346092696
oqmd-305194,TmFe,B2,Fe,Tm,1,1,3.345342,0.121652575,0.2266367300000005,OQMD,3.3691147410867095
oqmd-305086,AlZn,B2,Al,Zn,1,1,3.195618,0.12186191,0.12186191,OQMD,3.231039528995016
oqmd-306928,YLu,B2,Lu,Y,1,1,3.971807,0.121984254999999,0.1226417583366198,OQMD,3.9051797746735772
oqmd-307723,InCo,B2,Co,In,1,1,3.120574,0.121984515,0.15397930799218507,OQMD,3.144169000000063
oqmd-306329,CoAs,B2,As,Co,1,1,2.985885,0.1220711875,0.429485950000001,OQMD,2.958140022926575
oqmd-306417,CaPm,B2,Ca,Pm,1,1,4.200966,0.12248923375,0.12248923375,OQMD,4.028474880077636
oqmd-306597,ZnIn,B2,In,Zn,1,1,3.493374,0.12264222,0.12264222,OQMD,3.4143001900452625
oqmd-305122,CePr,B2,Ce,Pr,1,1,4.180985,0.122750572499999,0.122750572499999,OQMD,4.184927113214122
oqmd-305939,LaCe,B2,Ce,La,1,1,4.214568,0.122942151249999,0.122942151249999,OQMD,4.194782346092686
oqmd-307881,CeNd,B2,Ce,Nd,1,1,4.165761,0.12322328375,0.12322328375,OQMD,4.160967346092707
oqmd-307023,LaPr,B2,La,Pr,1,1,4.192008,0.123236126249999,0.123236126249999,OQMD,4.173593338176729
oqmd-306128,GaHg,B2,Ga,Hg,1,1,3.566798,0.123445625016866,0.123445625016866,OQMD,3.4495197913620514
oqmd-305505,TiAg,B2,Ag,Ti,1,1,3.262912,0.123574509356868,0.2238469925,OQMD,3.300623406825059
oqmd-305402,PuOs,B2,Os,Pu,1,1,3.293076,0.123624800000002,0.20651748375000192,OQMD,3.180554189786625
oqmd-304454,NdGd,B2,Gd,Nd,1,1,4.079325,0.12379743875,0.12379743875,OQMD,4.057081587441974
oqmd-306253,SiW,B2,Si,W,1,1,3.059562,0.123877587499999,0.38252498749999897,OQMD,3.121332423389076
oqmd-307182,ZnCd,B2,Cd,Zn,1,1,3.349338,0.124562235,0.124562235,OQMD,3.3814339486213014
oqmd-307084,FeAs,B2,As,Fe,1,1,2.947872,0.124683597499999,0.33805169625,OQMD,3.0352202655842557
oqmd-307403,CrB,B2,B,Cr,1,1,2.568898,0.124924599999999,0.6517584274999999,OQMD,2.6124943252933446
oqmd-305309,GeAu,B2,Au,Ge,1,1,3.357963,0.1256343625,0.1275098600273633,OQMD,3.3215916314296496
oqmd-307371,GdY,B2,Gd,Y,1,1,4.023755,0.12591025375,0.1265147405000002,OQMD,3.989420500717733
oqmd-306553,CdBi,B2,Bi,Cd,1,1,3.814876,0.1259903775,0.1259903775,OQMD,3.7357183586790073
oqmd-304530,LaEu,B2,Eu,La,1,1,4.305432,0.126063455,0.126063455,OQMD,4.087243070589947
oqmd-305671,ThFe,B2,Fe,Th,1,1,3.472154,0.126154314999999,0.22957949344470946,OQMD,3.541033336633428
oqmd-305559,ZrNb,B2,Nb,Zr,1,1,3.436952,0.126343315,0.1264292675000001,OQMD,3.4270885071628125
oqmd-306462,ErTh,B2,Er,Th,1,1,3.975943,0.126548745000001,0.14140215250000052,OQMD,3.9981127154097225
oqmd-306650,GeMo,B2,Ge,Mo,1,1,3.123801,0.1267223225,0.2814846109999996,OQMD,3.2073399365312985
