structure,element_A,element_B,selected_source,available_sources,n_entries,a_mean,a_cv,Omega_sf_King
L12,Co,La,VASP,VASP,1,3.939232,,-0.131555
L12,Co,Mg,VASP,VASP,1,3.660932,,-0.130956
L12,Co,Mn,VASP,VASP,1,3.46125,,-0.08722
L12,Co,Mo,MP,MP+VASP,1,3.562381,,-0.073632
L12,Co,Nb,VASP,VASP,1,3.638458,,-0.059178
L12,Co,Ni,MP,MP+VASP,1,3.495753,,-0.032628
L12,Co,Os,VASP,VASP,1,3.565372,,-0.039694
L12,Co,Pb,VASP,VASP,1,3.795596,,-0.139417
L12,Co,Pd,MP,MP+VASP,1,3.850373,,0.190846
L12,Co,Pt,MP,MP+OQMD+VASP,1,3.873899,,0.203294
L12,Co,Re,VASP,VASP,1,3.56892,,-0.051595
L12,Co,Rh,MP,MP+VASP,1,3.766398,,0.137445
L12,Co,Ru,VASP,VASP,1,3.572946,,-0.025175
L12,Co,Sc,VASP,VASP,1,3.712546,,-0.120881
L12,Co,Sn,VASP,VASP,1,3.725262,,-0.142262
L12,Co,Ta,OQMD,OQMD+VASP,1,3.629071,,-0.067097
L12,Co,Tb,VASP,VASP,1,3.93883,,-0.064317
L12,Co,Ti,OQMD,OQMD+VASP,1,3.586812,,-0.092846
L12,Co,V,VASP,VASP,1,3.50251,,-0.086638
L12,Co,W,MP,MP+VASP,1,3.907351,,0.215738
L12,Co,Y,VASP,VASP,1,3.861729,,-0.13055
L12,Co,Zn,VASP,VASP,1,3.584687,,-0.048793
L12,Co,Zr,VASP,VASP,1,3.709988,,-0.096175
L12,Cr,Ag,VASP,VASP,1,3.723139,,-0.0278
L12,Cr,Al,VASP,VASP,1,3.666068,,-0.06373
L12,Cr,Au,VASP,VASP,1,3.732801,,-0.018455
L12,Cr,Ca,VASP,VASP,1,3.997789,,-0.197856
L12,Cr,Co,MP,MP+VASP,1,3.5425,,-0.056078
L12,Cr,Cu,MP,MP+VASP,1,3.601918,,-0.023067
L12,Cr,Dy,VASP,VASP,1,4.0,,-0.05275
L12,Cr,Er,VASP,VASP,1,3.644097,,-0.274315
L12,Cr,Fe,MP,MP+VASP,1,3.57268,,-0.045987
L12,Cr,Hf,VASP,VASP,1,3.850755,,-0.021184
L12,Cr,Ir,MP,MP+OQMD+VASP,1,3.814172,,0.105806
L12,Cr,La,VASP,VASP,1,4.191099,,0.00582
L12,Cr,Mg,VASP,VASP,1,3.728268,,-0.125559
L12,Cr,Mn,VASP,VASP,1,3.574716,,-0.052954
L12,Cr,Mo,VASP,VASP,1,3.719937,,-0.002534
L12,Cr,Nb,VASP,VASP,1,3.791922,,0.009644
L12,Cr,Ni,MP,MP+VASP,1,3.569271,,-0.031802
L12,Cr,Os,VASP,VASP,1,3.676728,,-0.005955
L12,Cr,Pb,VASP,VASP,1,3.870827,,-0.125816
L12,Cr,Pd,MP,MP+VASP,1,3.890975,,0.16098
L12,Cr,Pt,MP,MP+OQMD+VASP,1,3.895953,,0.156801
L12,Cr,Re,MP,MP+VASP,1,3.863548,,0.136692
L12,Cr,Rh,MP,MP+OQMD+VASP,1,3.790564,,0.094143
L12,Cr,Ru,VASP,VASP,1,3.658735,,-0.012459
L12,Cr,Sc,VASP,VASP,1,3.967021,,0.023258
L12,Cr,Sn,VASP,VASP,1,3.820609,,-0.115849
L12,Cr,Ta,VASP,VASP,1,3.784529,,0.003082
L12,Cr,Tb,VASP,VASP,1,4.0,,-0.060399
L12,Cr,Ti,VASP,VASP,1,3.72625,,-0.036038
L12,Cr,V,VASP,VASP,1,3.654313,,-0.021029
L12,Cr,W,VASP,VASP,1,3.727824,,-0.001343
L12,Cr,Y,VASP,VASP,1,4.086832,,-0.01134
L12,Cr,Zn,VASP,VASP,1,3.631183,,-0.06543
L12,Cr,Zr,VASP,VASP,1,3.866977,,-0.024925
L12,Cu,Ag,VASP,VASP,1,3.776064,,0.02573
L12,Cu,Al,VASP,VASP,1,3.689183,,-0.035016
L12,Cu,Au,MP,MP+VASP,1,3.735388,,-0.005262
L12,Cu,Ca,VASP,VASP,1,4.057433,,-0.155116
L12,Cu,Co,VASP,VASP,1,3.603681,,0.006371
L12,Cu,Cr,VASP,VASP,1,3.727565,,0.091815
L12,Cu,Dy,VASP,VASP,1,4.085441,,0.018208
L12,Cu,Er,VASP,VASP,1,4.409504,,0.297279
L12,Cu,Fe,VASP,VASP,1,3.645323,,0.02615
L12,Cu,Hf,VASP,VASP,1,3.902624,,0.029386
L12,Cu,Ir,VASP,VASP,1,3.700621,,0.022053
L12,Cu,La,VASP,VASP,1,4.214663,,0.03125
L12,Cu,Mg,VASP,VASP,1,3.779319,,-0.079922
L12,Cu,Mn,VASP,VASP,1,3.70376,,0.06649
L12,Cu,Mo,VASP,VASP,1,3.7556,,0.038382
L12,Cu,Nb,VASP,VASP,1,3.847005,,0.066011
L12,Cu,Ni,VASP,VASP,1,3.594911,,0.001885
L12,Cu,Os,VASP,VASP,1,3.69501,,0.021076
L12,Cu,Pb,MP,MP+VASP,1,4.760354,,0.640648
L12,Cu,Pd,MP,MP+OQMD+VASP,1,3.666154,,-0.017357
L12,Cu,Pt,MP,MP+OQMD+VASP,1,3.683092,,-0.011148
L12,Cu,Re,VASP,VASP,1,3.712543,,0.0205
L12,Cu,Rh,VASP,VASP,1,3.692371,,0.02351
L12,Cu,Ru,VASP,VASP,1,3.689167,,0.02466
L12,Cu,Sc,VASP,VASP,1,3.897646,,-0.01995
L12,Cu,Sn,VASP,VASP,1,3.886212,,-0.060671
L12,Cu,Ta,VASP,VASP,1,3.816415,,0.040083
L12,Cu,Tb,VASP,VASP,1,4.0,,-0.052133
L12,Cu,Ti,VASP,VASP,1,3.775484,,0.0139
L12,Cu,V,VASP,VASP,1,3.731142,,0.05459
L12,Cu,W,VASP,VASP,1,3.751111,,0.029276
L12,Cu,Y,VASP,VASP,1,4.078684,,-0.008713
L12,Cu,Zn,VASP,VASP,1,3.67971,,-0.01605
L12,Cu,Zr,VASP,VASP,1,3.937769,,0.04003
L12,Dy,Ag,VASP,VASP,1,4.65339,,-0.097745
L12,Dy,Al,MP,MP+VASP,1,4.737296,,-0.044125
L12,Dy,Au,VASP,VASP,1,4.480296,,-0.194045
L12,Dy,Ca,VASP,VASP,1,4.0,,-0.537071
L12,Dy,Co,VASP,VASP,1,4.041781,,-0.375299
L12,Dy,Cr,VASP,VASP,1,4.139293,,-0.334869
L12,Dy,Cu,VASP,VASP,1,4.492862,,-0.147871
L12,Dy,Er,MP,MP+VASP,1,5.003597,,-8e-05
L12,Dy,Fe,VASP,VASP,1,4.260807,,-0.272973
L12,Dy,Hf,VASP,VASP,1,4.39218,,-0.275385
L12,Dy,Ir,MP,MP+OQMD+VASP,1,4.057736,,-0.385782
L12,Dy,La,VASP,VASP,1,4.193683,,-0.440357
L12,Dy,Mg,VASP,VASP,1,4.397889,,-0.278284
L12,Dy,Mn,VASP,VASP,1,4.11547,,-0.347523
L12,Dy,Mo,VASP,VASP,1,4.377711,,-0.238714
L12,Dy,Nb,VASP,VASP,1,4.651549,,-0.106155
L12,Dy,Ni,VASP,VASP,1,6.186997,,1.243552
L12,Dy,Os,VASP,VASP,1,4.1529,,-0.340467
L12,Dy,Pb,MP,MP+OQMD+VASP,1,4.848644,,-0.087662
L12,Dy,Pd,MP,MP+OQMD+VASP,1,4.089034,,-0.374685
L12,Dy,Pt,MP,MP+OQMD+VASP,1,4.094252,,-0.374456
L12,Dy,Re,VASP,VASP,1,4.310662,,-0.26737
L12,Dy,Rh,VASP,VASP,1,4.380948,,-0.224148
L12,Dy,Ru,MP,MP+VASP,1,4.047296,,-0.387221
L12,Dy,Sc,VASP,VASP,1,4.800839,,-0.074887
L12,Dy,Sn,MP,MP+OQMD+VASP,1,4.689492,,-0.152415
L12,Dy,Ta,VASP,VASP,1,4.702204,,-0.076929
L12,Dy,Tb,VASP,VASP,1,4.711511,,-0.17459
L12,Dy,Ti,VASP,VASP,1,4.769275,,-0.033733
L12,Dy,V,VASP,VASP,1,5.27677,,0.354875
L12,Dy,W,VASP,VASP,1,4.06682,,-0.391136
L12,Dy,Y,MP,MP+VASP,1,5.040027,,0.003041
L12,Dy,Zn,VASP,VASP,1,4.604296,,-0.111248
L12,Dy,Zr,MP,MP+VASP,1,4.869218,,-0.020809
L12,Er,Ag,VASP,VASP,1,4.609281,,-0.101931
L12,Er,Al,MP,MP+VASP,1,4.202094,,-0.316656
L12,Er,Au,VASP,VASP,1,4.182395,,-0.328472
L12,Er,Ca,VASP,VASP,1,4.16664,,-0.466584
L12,Er,Co,VASP,VASP,1,4.97539,,0.195145
L12,Er,Cr,VASP,VASP,1,4.337036,,-0.215495
L12,Er,Cu,VASP,VASP,1,4.03305,,-0.367959
L12,Er,Dy,VASP,VASP,1,4.375543,,-0.321799
L12,Er,Fe,VASP,VASP,1,4.45472,,-0.147983
L12,Er,Hf,VASP,VASP,1,4.489548,,-0.208243
L12,Er,Ir,VASP,VASP,1,4.493216,,-0.145301
L12,Er,La,VASP,VASP,1,4.463867,,-0.311275
L12,Er,Mg,VASP,VASP,1,4.831301,,-0.021267
L12,Er,Mn,VASP,VASP,1,4.455063,,-0.151336
L12,Er,Mo,VASP,VASP,1,4.0,,-0.405
L12,Er,Nb,VASP,VASP,1,4.186869,,-0.332515
L12,Er,Ni,VASP,VASP,1,4.282453,,-0.236914
L12,Er,Os,VASP,VASP,1,4.466326,,-0.159144
L12,Er,Pb,MP,MP+OQMD+VASP,1,4.837207,,-0.074548
L12,Er,Pd,MP,MP+OQMD+VASP,1,4.068663,,-0.368742
L12,Er,Pt,MP,MP+OQMD+VASP,1,4.073388,,-0.368782
L12,Er,Re,VASP,VASP,1,4.0,,-0.400142
L12,Er,Rh,VASP,VASP,1,4.12532,,-0.336015
L12,Er,Ru,MP,MP+VASP,1,4.030258,,-0.379794
L12,Er,Sc,VASP,VASP,1,4.61099,,-0.161855
L12,Er,Sn,MP,MP+OQMD+VASP,1,4.673027,,-0.14271
L12,Er,Ta,VASP,VASP,1,4.169297,,-0.3411
L12,Er,Tb,VASP,VASP,1,4.424727,,-0.301779
L12,Er,Ti,VASP,VASP,1,4.011443,,-0.411188
L12,Er,V,VASP,VASP,1,4.0,,-0.395108
L12,Er,W,VASP,VASP,1,4.579953,,-0.10907
L12,Er,Y,VASP,VASP,1,4.190605,,-0.411255
L12,Er,Zn,VASP,VASP,1,4.131516,,-0.34206
L12,Er,Zr,VASP,VASP,1,4.120498,,-0.39302
L12,Fe,Ag,MP,MP+VASP,1,3.776008,,0.027682
L12,Fe,Al,VASP,VASP,1,3.648796,,-0.064529
L12,Fe,Au,VASP,VASP,1,3.770029,,0.024666
L12,Fe,Ca,VASP,VASP,1,3.957116,,-0.215234
L12,Fe,Co,MP,MP+VASP,1,3.534737,,-0.048203
L12,Fe,Cr,VASP,VASP,1,3.541869,,-0.061345
L12,Fe,Cu,VASP,VASP,1,3.596903,,-0.012778
L12,Fe,Dy,VASP,VASP,1,3.799953,,-0.179429
L12,Fe,Er,VASP,VASP,1,3.602035,,-0.291763
L12,Fe,Hf,VASP,VASP,1,3.792593,,-0.053578
L12,Fe,Ir,MP,MP+OQMD+VASP,1,3.817961,,0.124705
L12,Fe,La,VASP,VASP,1,4.024994,,-0.10054
L12,Fe,Mg,VASP,VASP,1,3.744292,,-0.10371
L12,Fe,Mn,VASP,VASP,1,3.542364,,-0.064942
L12,Fe,Mo,VASP,VASP,1,3.586785,,-0.093632
L12,Fe,Nb,VASP,VASP,1,3.713527,,-0.039309
L12,Fe,Ni,MP,MP+OQMD+VASP,1,3.584632,,-0.004495
L12,Fe,Os,VASP,VASP,1,3.562826,,-0.082739
L12,Fe,Pb,VASP,VASP,1,3.883651,,-0.107738
L12,Fe,Pd,MP,MP+OQMD+VASP,1,3.73106,,0.037874
L12,Fe,Pt,MP,MP+OQMD+VASP,1,3.750854,,0.046554
L12,Fe,Re,VASP,VASP,1,3.570696,,-0.090209
L12,Fe,Rh,VASP,VASP,1,3.554322,,-0.085154
L12,Fe,Ru,VASP,VASP,1,3.546151,,-0.088049
L12,Fe,Sc,VASP,VASP,1,3.804092,,-0.087301
L12,Fe,Sn,MP,MP+OQMD+VASP,1,3.818521,,-0.107449
L12,Fe,Ta,VASP,VASP,1,3.661515,,-0.079735
L12,Fe,Tb,VASP,VASP,1,4.094166,,0.017936
L12,Fe,Ti,VASP,VASP,1,3.679776,,-0.059461
L12,Fe,V,VASP,VASP,1,3.541377,,-0.096402
L12,Fe,W,MP,MP+VASP,1,3.633562,,-0.062623
L12,Fe,Y,VASP,VASP,1,3.95822,,-0.092625
L12,Fe,Zn,VASP,VASP,1,3.656131,,-0.032897
L12,Fe,Zr,VASP,VASP,1,3.815589,,-0.05216
L12,Hf,Ag,MP,MP+VASP,1,4.371479,,-0.005462
L12,Hf,Al,MP,MP+VASP,1,4.05942,,-0.19923
L12,Hf,Au,MP,MP+VASP,1,4.350654,,-0.018498
L12,Hf,Ca,VASP,VASP,1,4.592234,,-0.124108
L12,Hf,Co,MP,MP+VASP,1,4.24227,,-0.021299
L12,Hf,Cr,VASP,VASP,1,4.326715,,0.02602
L12,Hf,Cu,VASP,VASP,1,4.251679,,-0.023993
L12,Hf,Dy,VASP,VASP,1,4.266147,,-0.211545
L12,Hf,Er,VASP,VASP,1,4.494126,,-0.069956
L12,Hf,Fe,VASP,VASP,1,4.226928,,-0.040525
L12,Hf,Ir,MP,MP+OQMD+VASP,1,3.943058,,-0.243991
L12,Hf,La,VASP,VASP,1,4.617816,,-0.054106
L12,Hf,Mg,MP,MP+VASP,1,4.433376,,-0.033698
L12,Hf,Mn,VASP,VASP,1,4.236981,,-0.038962
L12,Hf,Mo,VASP,VASP,1,4.329358,,-0.016631
L12,Hf,Nb,VASP,VASP,1,4.399149,,0.002598
L12,Hf,Ni,MP,MP+VASP,1,4.244663,,-0.01798
L12,Hf,Os,MP,MP+VASP,1,3.973561,,-0.224608
L12,Hf,Pb,MP,MP+VASP,1,4.451241,,-0.093177
L12,Hf,Pd,MP,MP+VASP,1,3.978571,,-0.228716
L12,Hf,Pt,MP,MP+VASP,1,4.00245,,-0.218373
L12,Hf,Re,VASP,VASP,1,4.0,,-0.216147
L12,Hf,Rh,MP,MP+OQMD+VASP,1,3.914217,,-0.256784
L12,Hf,Ru,MP,MP+VASP,1,3.955773,,-0.231117
L12,Hf,Sc,VASP,VASP,1,4.482443,,-0.020239
L12,Hf,Sn,MP,MP+VASP,1,4.412213,,-0.086113
L12,Hf,Ta,MP,MP+VASP,1,4.406882,,0.007467
L12,Hf,Tb,VASP,VASP,1,4.0,,-0.353705
L12,Hf,Ti,VASP,VASP,1,4.379103,,-0.007199
L12,Hf,V,VASP,VASP,1,4.316688,,-0.004008
L12,Hf,W,VASP,VASP,1,4.330292,,-0.019168
L12,Hf,Y,VASP,VASP,1,4.576948,,-0.040759
L12,Hf,Zn,VASP,VASP,1,4.297568,,-0.033732
L12,Hf,Zr,VASP,VASP,1,4.478288,,-0.004464
L12,Ir,Ag,VASP,VASP,1,3.925706,,0.016358
L12,Ir,Al,VASP,VASP,1,3.858666,,-0.027328
L12,Ir,Au,VASP,VASP,1,3.935799,,0.025854
L12,Ir,Ca,VASP,VASP,1,4.019707,,-0.245594
L12,Ir,Co,VASP,VASP,1,3.787578,,0.014899
L12,Ir,Cr,VASP,VASP,1,3.806706,,0.012667
L12,Ir,Cu,VASP,VASP,1,3.831564,,0.036402
L12,Ir,Dy,VASP,VASP,1,4.028832,,-0.116358
L12,Ir,Er,VASP,VASP,1,4.0,,-0.124786
L12,Ir,Fe,VASP,VASP,1,3.785695,,0.000251
L12,Ir,Hf,VASP,VASP,1,3.957496,,-0.043157
L12,Ir,La,VASP,VASP,1,4.148223,,-0.103618
L12,Ir,Mg,VASP,VASP,1,3.89533,,-0.100431
L12,Ir,Mn,VASP,VASP,1,3.819754,,0.019336
L12,Ir,Mo,VASP,VASP,1,3.883039,,0.008621
L12,Ir,Nb,OQMD,OQMD+VASP,1,3.917931,,-0.004997
L12,Ir,Ni,VASP,VASP,1,3.807238,,0.033333
L12,Ir,Os,MP,MP+VASP,1,3.848074,,0.00955
L12,Ir,Pb,MP,MP+VASP,1,4.052025,,-0.085953
L12,Ir,Pd,VASP,VASP,1,3.882101,,0.023172
L12,Ir,Pt,MP,MP+VASP,1,3.951253,,0.071726
L12,Ir,Re,VASP,VASP,1,3.874591,,0.017317
L12,Ir,Rh,MP,MP+VASP,1,3.840336,,0.007452
L12,Ir,Ru,VASP,VASP,1,3.852392,,0.020291
L12,Ir,Sc,OQMD,OQMD+VASP,1,3.937579,,-0.094907
L12,Ir,Sn,VASP,VASP,1,3.982107,,-0.091675
L12,Ir,Ta,OQMD,OQMD+VASP,1,3.92376,,-0.001144
L12,Ir,Tb,VASP,VASP,1,3.936252,,-0.181965
L12,Ir,Ti,OQMD,OQMD+VASP,1,3.862681,,-0.041282
L12,Ir,V,OQMD,OQMD+VASP,1,3.821588,,-0.008465
L12,Ir,W,VASP,VASP,1,3.889099,,0.008711
L12,Ir,Y,VASP,VASP,1,4.04941,,-0.120317
L12,Ir,Zn,VASP,VASP,1,3.866215,,0.002058
L12,Ir,Zr,OQMD,OQMD+VASP,1,3.984686,,-0.037665
L12,La,Ag,MP,MP+VASP,1,5.019502,,-0.016308
L12,La,Al,MP,MP+VASP,1,4.977452,,-0.037387
L12,La,Au,VASP,VASP,1,4.886634,,-0.091704
L12,La,Ca,VASP,VASP,1,5.257347,,-0.063316
L12,La,Co,VASP,VASP,1,4.709572,,-0.147812
L12,La,Cr,VASP,VASP,1,4.806308,,-0.101071
L12,La,Cu,VASP,VASP,1,4.647465,,-0.185978
L12,La,Dy,VASP,VASP,1,4.06525,,-0.530331
L12,La,Er,VASP,VASP,1,4.505929,,-0.356478
L12,La,Fe,VASP,VASP,1,4.696788,,-0.159553
L12,La,Hf,MP,MP+VASP,1,5.045132,,-0.040357
L12,La,Ir,VASP,VASP,1,4.80228,,-0.118649
L12,La,Mg,MP,MP+VASP,1,5.139097,,0.007282
L12,La,Mn,VASP,VASP,1,4.692332,,-0.164883
L12,La,Mo,VASP,VASP,1,4.823331,,-0.117042
L12,La,Nb,VASP,VASP,1,4.925307,,-0.077236
L12,La,Ni,VASP,VASP,1,4.730037,,-0.135724
L12,La,Os,VASP,VASP,1,4.762715,,-0.139034
L12,La,Pb,MP,MP+OQMD+VASP,1,5.073331,,-0.079282
L12,La,Pd,MP,MP+OQMD+VASP,1,4.202662,,-0.411908
L12,La,Pt,MP,MP+OQMD+VASP,1,4.214434,,-0.408728
L12,La,Re,VASP,VASP,1,4.764774,,-0.142938
L12,La,Rh,MP,MP+VASP,1,4.150607,,-0.42914
L12,La,Ru,VASP,VASP,1,4.791324,,-0.12058
L12,La,Sc,VASP,VASP,1,5.030509,,-0.067322
L12,La,Sn,MP,MP+OQMD+VASP,1,5.038582,,-0.076798
L12,La,Ta,VASP,VASP,1,4.896285,,-0.093704
L12,La,Tb,VASP,VASP,1,5.051233,,-0.102456
L12,La,Ti,VASP,VASP,1,4.963272,,-0.053328
L12,La,V,VASP,VASP,1,4.879666,,-0.072909
L12,La,W,VASP,VASP,1,4.818495,,-0.121541
L12,La,Y,MP,MP+VASP,1,5.171801,,-0.042825
L12,La,Zn,MP,MP+VASP,1,4.963663,,-0.034855
L12,La,Zr,MP,MP+VASP,1,5.072674,,-0.031553
L12,Mg,Ag,MP,MP+VASP,1,4.11837,,-0.195083
L12,Mg,Al,MP,MP+VASP,1,4.347806,,-0.047886
L12,Mg,Au,MP,MP+VASP,1,4.106527,,-0.201132
L12,Mg,Ca,VASP,VASP,1,4.767697,,-0.043897
L12,Mg,Co,VASP,VASP,1,4.115386,,-0.137303
L12,Mg,Cr,VASP,VASP,1,4.170578,,-0.112399
L12,Mg,Cu,VASP,VASP,1,4.198883,,-0.092004
L12,Mg,Dy,VASP,VASP,1,4.0,,-0.367964
L12,Mg,Er,VASP,VASP,1,4.232055,,-0.244896
L12,Mg,Fe,VASP,VASP,1,4.18563,,-0.1002
L12,Mg,Hf,VASP,VASP,1,4.429686,,-0.055548
L12,Mg,Ir,VASP,VASP,1,4.113173,,-0.170343
L12,Mg,La,VASP,VASP,1,4.822137,,0.049034
L12,Mg,Mn,MP,MP+VASP,1,4.297571,,-0.031218
L12,Mg,Mo,MP,MP+VASP,1,4.200631,,-0.131081
L12,Mg,Nb,MP,MP+VASP,1,4.201919,,-0.154033
L12,Mg,Ni,MP,MP+VASP,1,3.642682,,-0.400761
L12,Mg,Os,VASP,VASP,1,4.114031,,-0.168058
L12,Mg,Pb,VASP,VASP,1,4.592234,,-0.031958
L12,Mg,Pd,MP,MP+OQMD+VASP,1,3.936033,,-0.277815
L12,Mg,Pt,MP,MP+VASP,1,3.930362,,-0.284145
L12,Mg,Re,MP,MP+VASP,1,4.154727,,-0.150584
L12,Mg,Rh,VASP,VASP,1,4.138472,,-0.150881
L12,Mg,Ru,VASP,VASP,1,4.130513,,-0.153915
L12,Mg,Sc,MP,MP+VASP,1,4.513144,,-0.029366
L12,Mg,Sn,MP,MP+VASP,1,4.670274,,0.052623
L12,Mg,Ta,MP,MP+VASP,1,4.299131,,-0.094321
L12,Mg,Tb,VASP,VASP,1,4.575534,,-0.059118
L12,Mg,Ti,MP,MP+VASP,1,4.159066,,-0.176564
L12,Mg,V,VASP,VASP,1,4.318428,,-0.036034
L12,Mg,W,VASP,VASP,1,4.18893,,-0.141011
L12,Mg,Y,VASP,VASP,1,4.664017,,-0.012473
L12,Mg,Zn,MP,MP+VASP,1,4.275517,,-0.079719
L12,Mg,Zr,MP,MP+VASP,1,4.480639,,-0.032744
L12,Mn,Ag,VASP,VASP,1,3.654605,,-0.090883
L12,Mn,Al,VASP,VASP,1,3.637063,,-0.096185
L12,Mn,Au,MP,MP+VASP,1,4.081319,,0.268438
L12,Mn,Be,MP,MP,1,3.251744,,-0.231501
L12,Mn,Ca,VASP,VASP,1,4.148993,,-0.110125
L12,Mn,Co,MP,MP+VASP,1,3.548058,,-0.063675
L12,Mn,Cr,VASP,VASP,1,3.520133,,-0.103188
L12,Mn,Cu,VASP,VASP,1,3.518613,,-0.100688
L12,Mn,Dy,VASP,VASP,1,4.0,,-0.061171
L12,Mn,Er,VASP,VASP,1,3.880117,,-0.131872
L12,Mn,Fe,VASP,VASP,1,3.480426,,-0.12904
L12,Mn,Hf,VASP,VASP,1,3.919674,,0.021704
L12,Mn,Ir,VASP,VASP,1,3.60576,,-0.076887
L12,Mn,La,VASP,VASP,1,4.162931,,-0.022418
L12,Mn,Mg,VASP,VASP,1,3.968932,,0.044268
L12,Mn,Mo,VASP,VASP,1,3.651447,,-0.06757
L12,Mn,Nb,VASP,VASP,1,3.769677,,-0.019029
L12,Mn,Ni,MP,MP+OQMD+VASP,1,3.543449,,-0.064731
L12,Mn,Os,VASP,VASP,1,3.609359,,-0.070863
L12,Mn,Pb,VASP,VASP,1,4.005651,,-0.04002
L12,Mn,Pd,VASP,VASP,1,3.891417,,0.147669
L12,Mn,Pt,MP,MP+OQMD+VASP,1,3.889221,,0.137332
L12,Mn,Re,VASP,VASP,1,3.624089,,-0.072906
L12,Mn,Rh,MP,MP+OQMD+VASP,1,3.605593,,-0.069669
L12,Mn,Ru,VASP,VASP,1,3.58564,,-0.081693
L12,Mn,Sc,VASP,VASP,1,3.969447,,0.015055
L12,Mn,Sn,VASP,VASP,1,3.917294,,-0.05608
L12,Mn,Ta,VASP,VASP,1,3.756048,,-0.03027
L12,Mn,Tb,VASP,VASP,1,4.094736,,-0.000933
L12,Mn,Ti,VASP,VASP,1,3.721773,,-0.050231
L12,Mn,V,VASP,VASP,1,3.562918,,-0.103558
L12,Mn,W,VASP,VASP,1,3.661065,,-0.064964
L12,Mn,Y,VASP,VASP,1,4.102741,,-0.008452
L12,Mn,Zn,MP,MP+OQMD+VASP,1,3.808884,,0.065991
L12,Mn,Zr,VASP,VASP,1,3.952224,,0.030463
L12,Mo,Ag,VASP,VASP,1,3.980905,,-0.011318
L12,Mo,Al,VASP,VASP,1,3.955868,,-0.022826
L12,Mo,Au,VASP,VASP,1,3.984996,,-0.006788
L12,Mo,Ca,VASP,VASP,1,4.172263,,-0.196386
L12,Mo,Co,VASP,VASP,1,3.857836,,-0.007025
L12,Mo,Cr,VASP,VASP,1,3.909579,,0.017022
L12,Mo,Cu,VASP,VASP,1,3.88559,,0.001791
L12,Mo,Dy,VASP,VASP,1,4.193549,,-0.058014
L12,Mo,Er,VASP,VASP,1,3.968427,,-0.192646
L12,Mo,Fe,VASP,VASP,1,3.867037,,-0.011917
L12,Mo,Hf,VASP,VASP,1,4.09935,,-0.002502
L12,Mo,Ir,VASP,VASP,1,3.94302,,0.006564
L12,Mo,La,VASP,VASP,1,4.265319,,-0.075292
L12,Mo,Mg,VASP,VASP,1,4.001543,,-0.084512
L12,Mo,Mn,VASP,VASP,1,3.88441,,-0.005912
L12,Mo,Nb,VASP,VASP,1,4.050615,,0.02678
L12,Mo,Ni,VASP,VASP,1,3.861851,,-0.001643
L12,Mo,Os,VASP,VASP,1,3.945772,,0.011629
L12,Mo,Pb,MP,MP+VASP,1,4.776143,,0.413665
L12,Mo,Pd,MP,MP+VASP,1,3.969295,,0.017448
L12,Mo,Pt,MP,MP+VASP,1,3.979521,,0.019048
L12,Mo,Re,VASP,VASP,1,3.966525,,0.015386
L12,Mo,Rh,VASP,VASP,1,3.932025,,0.004782
L12,Mo,Ru,VASP,VASP,1,3.93634,,0.011152
L12,Mo,Sc,VASP,VASP,1,4.083387,,-0.050873
L12,Mo,Sn,VASP,VASP,1,4.065248,,-0.089682
L12,Mo,Ta,VASP,VASP,1,4.046703,,0.023239
L12,Mo,Tb,VASP,VASP,1,5.082767,,0.665557
L12,Mo,Ti,VASP,VASP,1,4.000494,,-0.005812
L12,Mo,V,VASP,VASP,1,3.94733,,0.015386
L12,Mo,W,VASP,VASP,1,3.999624,,0.022092
L12,Mo,Y,VASP,VASP,1,4.194242,,-0.075009
L12,Mo,Zn,VASP,VASP,1,3.923,,-0.025523
L12,Mo,Zr,VASP,VASP,1,4.113496,,-0.006057
L12,Nb,Ag,VASP,VASP,1,4.161886,,0.015413
L12,Nb,Al,VASP,VASP,1,4.134964,,0.002315
L12,Nb,Au,VASP,VASP,1,4.156494,,0.012827
L12,Nb,Ca,VASP,VASP,1,4.35299,,-0.154579
L12,Nb,Co,MP,MP+VASP,1,3.614872,,-0.273361
L12,Nb,Cr,MP,MP+VASP,1,4.136382,,0.073247
L12,Nb,Cu,VASP,VASP,1,4.066677,,0.02297
L12,Nb,Dy,VASP,VASP,1,5.021721,,0.481575
L12,Nb,Er,VASP,VASP,1,3.932215,,-0.281259
L12,Nb,Fe,MP,MP+VASP,1,4.043299,,0.005949
L12,Nb,Hf,VASP,VASP,1,4.278006,,0.02685
L12,Nb,Ir,MP,MP+VASP,1,3.91341,,-0.119785
L12,Nb,La,VASP,VASP,1,4.435246,,-0.042309
L12,Nb,Mg,VASP,VASP,1,4.19637,,-0.042474
L12,Nb,Mn,VASP,VASP,1,4.066889,,0.016943
L12,Nb,Mo,VASP,VASP,1,4.166904,,0.040758
L12,Nb,Ni,MP,MP+VASP,1,4.045726,,0.020733
L12,Nb,Os,MP,MP+VASP,1,3.921053,,-0.112296
L12,Nb,Pb,VASP,VASP,1,4.266975,,-0.077928
L12,Nb,Pd,VASP,VASP,1,4.122752,,0.020754
L12,Nb,Pt,VASP,VASP,1,4.122104,,0.014671
L12,Nb,Re,VASP,VASP,1,4.135227,,0.030109
L12,Nb,Rh,MP,MP+OQMD+VASP,1,3.878932,,-0.137767
L12,Nb,Ru,MP,MP+OQMD+VASP,1,3.885109,,-0.131292
