Alloy,No,S_Phase,Phase,a (Å),delta,Tm (K),Hmix (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa)
Gd56Al24Co20,3,AM,AM,1.60244,0.144683106488798,1465.2328,-34.4704,1.4344,0.279071030384739,8.12,2.90268840904428,75.52
La55Al25Cu20,3,AM,AM,1.64705,0.158779616789989,1161.0715,-30.34,1.3875,0.332217925464596,4.6,3.2,62.4
La66Al14Cu20,3,AM,AM,1.69622,0.152377934440673,1189.6198,-25.2448,1.3314,0.332968527041221,4.6,3.2,57.12
La55Al25Ni20,3,AM,AM,1.64065,0.164996523884427,1235.1175,-37.18,1.3895,0.335312913559857,4.4,2.8,70.4
Mg32Al24.5Zn24.5,3,IM,IM,1.48757407407407,0.0623730179954775,856.502160493827,-2.50190519737845,1.50358024691358,0.15720795885026,5.32716049382716,4.41354571341061,61.9382716049383
Mg65Cu25Gd10,3,AM,AM,1.54025,0.105473258320636,1097.8925,-5.71,1.4465,0.263823331038026,5.05,4.16503301307445,68.05
Mg65Cu25Y10,3,AM,AM,1.54035,0.105570740055854,1119.2925,-5.71,1.4485,0.262016697941181,4.35,3.85064929589803,68.35
Mg65Ni20Nd15,3,AM,AM,1.56735,0.116554893958878,1140.1,-8.02,1.4045,0.259624247711958,4.2,3.21869538788622,70.05
Mg70Ni15Nd15,3,AM,AM,1.5851,0.105473342281949,1099.85,-6.9,1.3745,0.232754699200682,3.8,2.95972971738975,63.3
Mg75Ni15Nd10,3,AM,AM,1.57265,0.099122488562047,1081.15,-5.4,1.383,0.227070473641995,3.6,2.93938769133981,63.95
Mg80Ni10Nd10,3,AM,AM,1.5904,0.0859609233902749,1040.9,-4.4,1.353,0.19246038553427,3.2,2.56124969497314,57.2
Mg2Ni9Y,3,IM,IM,1.3515,0.1396766643302,1599.75,-10.0833333333333,1.7525,0.27362154520432,8.08333333333333,3.32812092461931,145.916666666667
MgNi4Y,3,IM,IM,1.39783333333333,0.159122210475444,1605.66666666667,-16.2222222222222,1.695,0.305163890393343,7.5,3.54729944229879,134.333333333333
Mg70Ni20Y10,3,AM,AM,1.5501,0.105323150854708,1171.6,-6.4,1.421,0.245945115828715,3.7,3.16385840391128,71.6
MoRhRu,3,SS,HCP,1.37766666666667,0.0371840040650135,2580.0,-12.4444444444444,2.21333333333333,0.0498887651569857,7.66666666666667,1.24721912892465,276.666666666667
Nd60Fe30Al10,3,AM,AM,1.6255,0.172184863027399,1414.847,-9.72,1.394,0.316865902236262,6.3,1.41774468787578,77.8
Ni45Ti20Zr35,3,AM,AM,1.41415,0.113283349627705,1910.6,-43.47,1.633,0.26151672986637,6.7,2.98496231131986,103.0
Ni57.5Zr35Al7.5,3,AM,AM,1.3849,0.120628776118415,1808.41025,-47.86,1.6845,0.271366449658022,7.375,3.06339272702669,109.2
Pd77.5Cu6Si16.5,3,AM,AM,1.33255,0.062310989226584,1776.55995,-31.4889,2.1325,0.125274698163676,9.07,2.26607590340659,164.4
Pd77Cu6Si17,3,AM,AM,1.33144,0.06304194087564,1775.8547,-32.1604,2.131,0.126249752475005,9.04,2.29312014512978,164.0
Pd78Cu6Si16,3,AM,AM,1.33366,0.0615625407513435,1777.2652,-30.8064,2.134,0.124273891063248,9.1,2.23830292855994,164.8
Pd73Fe7Si20,3,AM,AM,1.32122,0.0686275642026257,1798.6465,-34.8976,2.1141,0.142141443639777,8.66,2.38419797835666,163.3
Pd48Ni32P20,3,AM,AM,1.27072,0.094092366335686,1493.884,-22.848,2.1052,0.133958799636306,9.0,2.0,146.2
Pd60Ni15P25,3,AM,AM,1.2769,0.104128444671525,1435.355,-27.075,2.154,0.102586548825857,8.75,2.1650635094611,137.75
Sm2Fe17Ni3,3,IM,IM,1.27977272727273,0.0939623636206751,1757.31818181818,-2.66115702479339,1.78090909090909,0.195096924417981,8.27272727272727,0.686348585024614,159.363636363636
Y60Fe30Al10,3,AM,AM,1.5967,0.160846311152554,1716.047,-11.16,1.442,0.278488778948093,4.5,2.29128784747792,83.2
Zr66Al8Ni26,3,AM,AM,1.4965,0.103809204633308,1928.4376,-44.7568,1.5032,0.252463383483625,5.48,2.69250812440743,52.88
Zr60Al15Ni25,3,AM,AM,1.4881,0.102016245641767,1848.8205,-48.54,1.517,0.246761017991092,5.35,2.70693553672783,56.4
AlCoCuNi,4,SS,FCC+BCC,1.30175,0.0585201883210783,1446.81,-8.0,1.825,0.124599357943771,8.25,3.11247489949718,144.0
Al0.25CoFeNi,4,SS,FCC,1.26030769230769,0.0394493025637091,1704.72846153846,-6.05917159763314,1.85307692307692,0.076999961576875,8.53846153846154,1.78089798504465,168.923076923077
Al0.5CoFeNi,4,SS,FCC+BCC,1.27257142857143,0.0512317753419507,1649.63857142857,-9.46938775510204,1.83571428571429,0.0970798114744686,8.14285714285714,2.2314999074019,162.285714285714
Al0.75CoFeNi,4,SS,FCC+BCC,1.2832,0.0580498377805972,1601.894,-11.9466666666667,1.82066666666667,0.1093902290985,7.8,2.5086516962969,156.533333333333
AlCoFeNi,4,SS,BCC,1.2925,0.0623736371731207,1560.1175,-13.75,1.8075,0.117553179455087,7.5,2.69258240356725,151.5
AlCrCuFe,4,IM,IM,1.3,0.059571944470928,1570.56,0.5,1.75,0.118953772533703,7.0,2.91547594742265,136.5
Al0.15CrFe1.5Ni0.5,4,SS,2BCC,1.25342857142857,0.0319822686892209,1873.18111111111,-4.88788107835727,1.77825396825397,0.0990837337496765,7.44444444444445,1.669310073033,163.936507936508
Al0.2CrFe1.5Ni0.5,4,SS,2BCC,1.25621875,0.0362382453832685,1858.498125,-5.46875,1.775625,0.100496812760406,7.375,1.74553000547112,162.5625
Al0.3CrFe1.5Ni0.5,4,IM,IM,1.26154545454545,0.0428158003868142,1830.46696969697,-6.51974288337925,1.77060606060606,0.102954517581997,7.24242424242424,1.87536344809282,159.939393939394
Al0.4CrFe1.5Ni0.5,4,IM,IM,1.26655882352941,0.0477729593101117,1804.08470588235,-7.43944636678201,1.76588235294118,0.104996292569248,7.11764705882353,1.98175065034388,157.470588235294
AlCrFe2Ni2,4,IM,IM,1.27583333333333,0.054786574195759,1698.57833333333,-11.1111111111111,1.79166666666667,0.116392535079455,7.5,2.43241991988774,156.0
AlCrFeNi,4,SS,BCC,1.292,0.0626002632028168,1663.1175,-13.25,1.7525,0.122142335003061,6.75,2.58602010819715,146.5
Sm60Al10Cu5Co15Fe10,4,AM,AM,1.297125,0.0605999583747188,1518.83875,-7.625,1.8025,0.113550649491758,7.5,2.73861278752583,146.5
AlCuNiTi,4,SS,FCC,1.3545,0.0692439948605281,1490.06,-23.25,1.74,0.166883192682786,7.0,3.53553390593274,126.5
Al13Fe36Mn33Ni18,4,IM,IM,1.3027,0.0535195668680511,1585.6211,-9.798,1.7234,0.148163558272606,7.38,1.97878750754092,143.08
AlNbTiV,4,SS,BCC,1.40975,0.0394703995988979,1951.8675,-16.25,1.595,0.0335410196624968,4.25,0.82915619758885,129.0
Al86Y4.5Ni8La1.5,4,AM,AM,1.440475,0.0755818263669221,1039.8742,-14.4736,1.6088,0.133957306631628,3.56,1.89905239527508,82.025
Au46Ag5Cu29Si20,4,AM,AM,1.34454,0.0948207909777324,1408.0716,-21.4864,2.1959,0.317654198775965,9.6,2.8,166.8
Au52Pd2.3Cu29.2Si16.5,4,AM,AM,1.344886,0.0824870171221841,1412.28059,-20.634916,2.2397,0.315699081405062,9.822,2.59235722846987,175.92
Ce68Al10Fe2Cu20,4,AM,AM,1.54562,0.102051473267191,1127.361,-21.5568,1.3392,0.328212370272664,5.38,2.88367820673528,53.96
Ce60Al10Ni10Cu20,4,AM,AM,1.5134,0.114621559397108,1178.501,-26.56,1.404,0.356992997130196,5.9,3.14483703870328,66.8
Ce60Al15Ni15Cu10,4,AM,AM,1.5195,0.11094425999391,1175.7975,-30.6,1.39,0.342884820311428,5.45,2.88920404263873,65.6
Ce65Al12.5Ni12.5Cu10,4,AM,AM,1.53505,0.106978620264709,1162.66075,-28.135,1.358,0.334994029797547,5.325,2.78735986194822,60.3
Ce70Al10Ni10Cu10,4,AM,AM,1.5506,0.102034805844646,1149.524,-25.12,1.326,0.323765347126588,5.2,2.67581763205193,55.0
CoCrCuFe,4,SS,FCC,1.25475,0.0111058916193439,1779.1925,6.25,1.8175,0.0944391338376205,8.5,1.80277563773199,162.5
Co0.25Cr0.25FeMn,4,SS,FCC,1.2864,0.0404500841332985,1726.8,-0.96,1.706,0.1382895513045,7.5,0.806225774829855,150.0
CoCr2FeNi,4,SS,FCC,1.2472,0.00279595827039172,1933.4,-4.32,1.788,0.107591821250502,7.8,1.6,170.0
CoCrFeNi,4,SS,FCC,1.24675,0.00302115884766774,1871.75,-3.75,1.82,0.0966953980290686,8.25,1.4790199457749,172.5
CoCrMnNi,4,SS,FCC,1.274,0.0344699293760541,1798.75,-5.5,1.75,0.150499169432924,8.0,1.58113883008419,160.0
CoCuFeNi,4,SS,FCC,1.254,0.0114037875965511,1666.1925,5.0,1.88,0.0308220700148448,9.5,1.1180339887499,167.5
CoFeMnNi,4,SS,FCC,1.272,0.0355124952173435,1706.5,-4.0,1.7925,0.142894191624432,8.5,1.1180339887499,162.5
CoFeNiSi0.25,4,SS,FCC,1.23884615384615,0.020252824210317,1762.69230769231,-11.8343195266272,1.87538461538462,0.0324903262799121,8.61538461538462,1.54613471094168,170.769230769231
CoFeNiSi0.5,4,SS+IM,FCC+IM,1.23271428571429,0.0265771025413079,1757.28571428571,-19.4285714285714,1.87714285714286,0.0319438282499969,8.28571428571429,1.9059520091609,165.714285714286
CoFeNiSi0.75,4,SS+IM,FCC+IM,1.2274,0.0304536270652963,1752.6,-24.96,1.87866666666667,0.0313829394558395,8.0,2.12916258968951,161.333333333333
CoFeNiV,4,SS,FCC,1.2635,0.0241522667505614,1872.5,-10.5,1.8125,0.10917302780449,8.0,1.87082869338697,172.5
CoFeReRu,4,SS,HCP,1.30125,0.0437175781953317,2411.25,-1.5,1.9525,0.145150783669948,8.0,0.707106781186548,235.0
CoFeSiB,4,AM,AM,1.12375,0.144680223500147,1903.75,-34.5,1.9125,0.0779021822544144,6.0,2.54950975679639,168.5
Co43Fe20Ta5.5B31.5,4,AM,AM,1.13253,0.173026518269987,2043.325,-26.5718,1.8995,0.126987204079781,6.69,2.66155969311229,192.96
Co63Fe9Zr8B20,4,AM,AM,1.19806,0.165424929988176,1916.87,-27.7244,1.8635,0.171092811070483,7.31,2.5365133549816,173.5
Cr45Co34Nb7B14,4,AM,AM,1.20642,0.125008380894327,2103.48,-20.2084,1.7838,0.146961083283977,6.53,2.02709151248778,176.46
Cr50Co29Nb7B14,4,AM,AM,1.20632,0.124994759401979,2124.08,-20.0244,1.7728,0.147581028591076,6.38,1.94822996589212,175.46
Cr55Co24Nb7B14,4,AM,AM,1.20622,0.124981076055277,2144.68,-19.7604,1.7618,0.147379645813118,6.23,1.85394174665765,174.46
Cr0.66FeMnNi,4,SS,FCC,1.27359016393443,0.0368486117154815,1775.08196721311,-4.16853295111828,1.74469945355191,0.14527453697258,7.91256830601093,1.44214680004335,157.267759562842
CrFe1.5MnNi0.5,4,SS+IM,BCC+ï³,1.270875,0.0360314563588095,1819.875,-2.125,1.7275,0.130838641081295,7.5,1.22474487139159,156.25
CrNbTiZr ,4,SS+IM,BCC+Laves,1.43575,0.0878134081801886,2249.75,-5.0,1.5325,0.124373429638327,4.75,0.82915619758885,110.0
CrNbTiZr,4,SS+IM,BCC+IM,1.43575,0.0878134081801886,2249.75,-5.0,1.5325,0.124373429638327,4.75,0.82915619758885,110.0
Cu90Mn90Ni90Al10,4,SS+IM,FCC+IM,1.29635714285714,0.0386115889804961,1513.44285714286,-1.92857142857143,1.78035714285714,0.167619512648164,9.10714285714286,2.04134559463475,144.142857142857
Cu95Mn95Ni95Al5,4,SS,FCC,1.29375862068966,0.0362065038106225,1524.55344827586,-0.948870392390012,1.78362068965517,0.167534847387579,9.22413793103448,1.87582720555838,145.448275862069
Cu90Mn90Ni90Sn10,4,SS+IM,FCC+IM,1.30307142857143,0.0571411246455623,1498.14321428571,-0.183673469387755,1.79285714285714,0.167499619250253,9.14285714285714,1.94043967245802,143.5
Cu95Mn95Ni95Sn5,4,SS+IM,FCC+IM,1.297,0.0468306934959722,1517.1674137931,-0.0903686087990487,1.78965517241379,0.167475839917299,9.24137931034483,1.82237382920328,145.137931034483
Cu75Mn75Ni75Zn25,4,SS,FCC,1.3017,0.0396929160270141,1450.699,-1.68,1.773,0.16401524319404,9.6,1.8,139.0
Cu80Mn80Ni80Zn20,4,SS,FCC,1.29930769230769,0.0385522828251099,1470.13538461538,-1.32544378698225,1.77615384615385,0.164902696788997,9.53846153846154,1.78089798504465,140.769230769231
CuNiCoFe,4,SS,FCC,1.254,0.0114037875965511,1666.1925,5.0,1.88,0.0308220700148448,9.5,1.1180339887499,167.5
Cu54Ni6Zr22Ti18,4,AM,AM,1.3807,0.099427646030202,1654.4158,-18.0096,1.7104,0.242618713210667,8.14,3.38827389683892,106.2
Cu47Ti34Zr11Ni8,4,AM,AM,1.37375,0.0862645288282222,1670.4119,-15.4404,1.7157,0.214113311122872,7.77,3.42010233765015,117.6
Cu48Ti34Zr10Ni8,4,AM,AM,1.3705,0.0850898582638894,1662.7096,-15.0528,1.7214,0.211338685526337,7.84,3.4138541269363,119.0
Cu43Zr43Al7Ag7,4,AM,AM,1.45107,0.107611796635338,1650.6691,-24.6744,1.6367,0.276279043722103,7.43,3.57842143968538,72.52
Cu46Zr42Al7Y5,4,AM,AM,1.45148,0.118644069053928,1673.6271,-24.8776,1.6063,0.281434379562981,7.1,3.61247837363769,71.77
Cu60Zr20Hf10Ti10,4,AM,AM,1.3914,0.103280650574416,1684.962,-17.28,1.69,0.264272586546543,8.2,3.42928563989645,106.0
Cu54Zr27Ti9Be10,4,AM,AM,1.36651,0.118514415772104,1638.4458,-20.8872,1.6807,0.249368221712391,7.58,3.74747915271053,98.5
Fe81B13.5Si3.5C2,4,AM,AM,1.174915,0.125566723251166,1919.53,-19.0632,1.8752,0.120207986423532,7.105,1.85848728809212,172.1
Fe79B13Si5Mo3,4,AM,AM,1.19204,0.116165654950308,1907.29,-17.5048,1.8707,0.0871120542749395,7.09,1.82808643121708,175.32
A13 Fe36Mn33Ni18Ti6,4,IM,IM,1.29490322580645,0.0516094740748565,1699.70967741935,-6.97606659729449,1.72741935483871,0.154793676246917,7.7741935483871,1.45268777409003,150.322580645161
Fe80Ni80P14B6,4,AM,AM,1.21611111111111,0.0689735246257503,1675.86777777778,-14.7701234567901,1.90055555555556,0.0970379205501197,8.48888888888889,1.75274035881876,163.877777777778
Fe75P16B6Al3,4,AM,AM,1.19431,0.0966681138847221,1577.9621,-25.0044,1.8936,0.14418404904843,7.07,1.68080337933977,144.98
Gd36Al24Co20Nd20,4,AM,AM,1.61224,0.149413895694695,1407.6328,-27.5584,1.4224,0.289969377693577,7.32,2.82446455102556,74.32
Gd40Al24Co20Y16,4,AM,AM,1.6026,0.144754321264964,1499.4728,-34.3168,1.4376,0.276467430269824,7.0,3.286335345031,76.0
Gd46Al24Co20Y20,4,AM,AM,1.60264,0.144772104060999,1508.0328,-34.2784,1.4384,0.275806888964,6.72,3.31686599066046,76.12
Gd50Al24Co20Y6,4,AM,AM,1.6025,0.144709827711989,1478.0728,-34.4128,1.4356,0.278101851845686,7.7,3.1,75.7
Gd60Cu20Ni10Al10,4,AM,AM,1.604,0.153112180784556,1488.701,-28.0,1.452,0.318929459285278,9.5,2.20227155455452,76.4
HfNbTaZr,4,SS,BCC,1.51,0.053632163199268,2668.5,3.5,1.4325,0.123161479367536,4.5,0.5,120.0
HfNbTiZr,4,SS,BCC,1.518,0.0487238659432741,2331.25,2.5,1.4425,0.129687123493429,4.25,0.433012701892219,97.5
Ho35Al24Co20Y21,4,AM,AM,1.5904,0.139546790601441,1562.3228,-33.9328,1.4491,0.266781165002329,7.7,4.48441746495573,76.85
La55Al25Ni10Cu10,4,AM,AM,1.64385,0.161917819312843,1198.0945,-33.6,1.3885,0.333770504988083,4.5,3.00832179129826,66.4
La55Al25Ni15Cu5,4,AM,AM,1.64225,0.163464401460146,1216.606,-35.35,1.389,0.334542971828732,4.45,2.90645832586672,68.4
La55Al25Ni5Cu15,4,AM,AM,1.64545,0.160356367749267,1179.583,-31.93,1.388,0.332995495465029,4.55,3.10604249809947,64.4
Mg54Cu26.5Ag8.5Gd11,4,AM,AM,1.53732,0.10883126503193,1137.5481,-8.4484,1.50695,0.295740084364633,6.03,4.37596846423737,74.08
Mg65Cu15Ag10Y10,4,AM,AM,1.57255,0.0873772210955895,1107.0085,-7.69,1.4515,0.267287766274478,4.35,3.85064929589803,64.35
Mg65Cu20Ni5Gd10,4,AM,AM,1.53865,0.107344199263132,1116.404,-5.86,1.447,0.264690385167274,5.0,4.09878030638384,70.05
Mg60Cu29Y10Si,4,AM,AM,1.52295,0.114128757789568,1144.3233,-7.2164,1.478,0.277517567011532,4.73,4.02207657808749,72.7
Mg65Cu15Zn10Y10,4,AM,AM,1.55205,0.0945554066130872,1052.7835,-6.27,1.4235,0.227382387180714,4.45,4.03081877538547,61.35
MoNbTaV,4,SS,BCC,1.40625,0.0375288004630781,2779.75,-3.25,1.7225,0.257135664581948,5.25,0.433012701892219,190.0
MoNbTaW,4,SS,BCC,1.419,0.0219653944686521,3157.75,-6.5,1.905,0.363696301878367,5.5,0.5,227.5
MoNbTiV,4,SS,BCC,1.41425,0.0409695893855802,2442.5,-2.75,1.7325,0.248935232540515,5.0,0.707106781186548,167.5
Mo0.7NbTi0.3Zr,4,IM,IM,1.4952,0.0514649368768902,2495.83333333333,-2.06222222222222,1.63466666666667,0.310856165381283,4.8,0.791622805802528,121.333333333333
MoNbTiZr,4,SS,BCC,1.486,0.0461472252382064,2428.75,-2.5,1.6575,0.306950728945217,4.75,0.82915619758885,127.5
MoPdRhRu,4,SS,HCP,1.377,0.0322287938351771,2392.0125,-8.75,2.21,0.0435889894354066,8.25,1.4790199457749,252.5
NbMoTaW,4,SS,BCC,1.419,0.0219653944686521,3157.75,-6.5,1.905,0.363696301878367,5.5,0.5,227.5
NbTaTiV,4,SS,BCC,1.40925,0.0393470745026409,2541.0,-0.25,1.5675,0.0506828373317832,4.75,0.433012701892219,160.0
NbTaVW,4,SS,BCC,1.3855,0.0343216185149348,2979.5,-4.5,1.7725,0.342591228726014,5.25,0.433012701892219,210.0
NbTiV0.3Mo,4,SS,BCC,1.43509090909091,0.0277624423496376,2497.54545454545,-3.26905417814509,1.75424242424242,0.269095345308778,5.0,0.778498944161523,169.090909090909
NbTiV0.3Mo0.1,4,SS,BCC,1.4295,0.0318120097961583,2348.125,0.0694444444444445,1.60208333333333,0.121139697823995,4.625,0.563656219102862,146.25
NbTiV0.3Mo0.3,4,SS,BCC,1.43107692307692,0.030768010708553,2390.26923076923,-1.12426035502959,1.645,0.188806983247646,4.73076923076923,0.653846153846154,152.692307692308
NbTiV0.3Mo0.5,4,SS,BCC,1.43242857142857,0.0298155679423901,2426.39285714286,-1.98979591836735,1.68178571428571,0.225151592923342,4.82142857142857,0.709807389798278,158.214285714286
NbTiV0.3Mo0.7,4,SS,BCC,1.4336,0.0289429756916347,2457.7,-2.62222222222222,1.71366666666667,0.248079064457729,4.9,0.746100976186646,163.0
NbTiV0.3Mo1.3,4,SS,BCC,1.43633333333333,0.0267120279796143,2530.75,-3.67283950617284,1.78805555555556,0.280988527290948,5.08333333333333,0.794949334514122,174.166666666667
NbTiV0.3Mo1.5,4,SS,BCC,1.43705263157895,0.0260731900435247,2549.97368421053,-3.85041551246537,1.80763157894737,0.285826909441125,5.13157894736842,0.800363490828713,177.105263157895
NbTiV0.3Zr,4,SS,BCC,1.48145454545455,0.0600491020358159,2264.81818181818,1.43250688705234,1.50272727272727,0.117480436212001,4.39393939393939,0.488621681715064,99.3939393939394
NbTiV2Zr,4,SS,BCC,1.4252,0.0748050760766666,2237.0,-1.28,1.546,0.112889326333361,4.6,0.489897948556636,120.0
NbTiVZr,4,SS,BCC,1.4525,0.0704839766934364,2250.5,-0.25,1.525,0.1171537451386,4.5,0.5,110.0
Ni60Al10Ni10Cu20,4,AM,AM,1.6334,0.164817104361906,1315.901,-27.52,1.416,0.34745359402372,7.1,2.50798724079689,72.8
Ni50Nb20Hf10Ti20,4,AM,AM,1.359,0.0879389223527064,2052.8,-33.76,1.713,0.212134391365474,7.2,2.82134719593318,157.0
Ni50Nb20Hf2.5Ti17.5,4,AM,AM,1.33788888888889,0.0788625191387832,2018.13888888889,-32.0864197530864,1.75222222222222,0.182803949494034,7.55555555555555,2.75322482074753,162.222222222222
Ni50Nb20Hf5Ti25,4,AM,AM,1.3532,0.0822278015096068,2024.55,-33.14,1.725,0.194486503387767,7.2,2.82134719593318,157.0
Ni55Nb20Hf10Ti15,4,AM,AM,1.3482,0.0886165569665446,2042.15,-33.43,1.7315,0.212374080339386,7.5,2.78388218141501,160.5
Ni55Nb20Hf5Ti20,4,AM,AM,1.3424,0.0824398457944367,2013.9,-32.74,1.7435,0.193604622878691,7.5,2.78388218141501,160.5
Ni60Nb10Hf5Ti25,4,AM,AM,1.3349,0.0841581650479673,1922.35,-32.96,1.756,0.196784145702849,7.7,2.83019433961698,158.0
Ni60Nb15Hf10Ti15,4,AM,AM,1.33905,0.0895717237997607,1991.05,-33.06,1.747,0.213520490819968,7.75,2.77263412660235,161.0
Ni60Nb15Hf5Ti20,4,AM,AM,1.33325,0.0830257767309247,1962.8,-32.28,1.759,0.193904615726393,7.75,2.77263412660235,161.0
Ni60Nb20Hf10Ti10,4,AM,AM,1.3374,0.088571906539366,2031.5,-32.4,1.75,0.210997630318447,7.8,2.71293199325011,164.0
Ni60Nb20Hf15Ti5,4,AM,AM,1.3432,0.094513271640047,2059.75,-33.16,1.738,0.228683186963974,7.8,2.71293199325011,164.0
Ni60Nb20Hf5Ti15,4,AM,AM,1.3316,0.0818531062190719,2003.25,-31.64,1.762,0.190934543757802,7.8,2.71293199325011,164.0
Ni75Nb5P16B4,4,AM,AM,1.20955,0.0911450453955717,1578.228,-27.2232,1.9445,0.129748795755491,8.67,2.33261655657333,154.22
Ni45Ti20Zr25Al10,4,AM,AM,1.39705,0.105775239007598,1791.147,-45.41,1.661,0.241824316395188,6.6,3.0886890422961,110.6
Ni45Ti20Zr27Al8,4,AM,AM,1.40047,0.107461263742645,1815.0376,-45.3036,1.6554,0.246143941627658,6.62,3.0684849681887,109.08
Ni46Ti20Zr23Al12,4,AM,AM,1.39216831683168,0.104109702921444,1766.86772277228,-45.3014410351926,1.6690099009901,0.237342985932337,6.61386138613861,3.11168445366847,112.792079207921
Ni57.5Zr24Nb11Al7.5,4,AM,AM,1.36576,0.109887013124718,1876.83025,-41.7726,1.7142,0.244375448848693,7.485,2.95631104588134,127.9
Ni57.5Zr26Nb9Al7.5,4,AM,AM,1.36924,0.11209433413898,1864.39025,-42.8506,1.7088,0.24976300766927,7.465,2.97636943271496,124.5
Ni57.5Zr28Nb7Al7.5,4,AM,AM,1.37272,0.11418035152488,1851.95025,-43.9414,1.7034,0.254922419571131,7.445,2.99616004245434,121.1
Ni57.5Zr30Nb5Al7.5,4,AM,AM,1.3762,0.116152692423322,1839.51025,-45.045,1.698,0.259867273814923,7.425,3.01568814700725,117.7
Ni57.5Zr32Nb3Al7.5,4,AM,AM,1.37968,0.118018114610698,1827.07025,-46.1614,1.6926,0.264609599221192,7.405,3.03495881355909,114.3
Ni60Zr27Nb8Al5,4,AM,AM,1.36633,0.114185823025604,1878.0335,-42.4704,1.7136,0.253856337324874,7.63,2.92456834421766,125.4
Ni60Zr28Nb7Al5,4,AM,AM,1.36807,0.115247252945505,1871.8135,-43.0104,1.7109,0.256472591128175,7.62,2.93523423256135,123.7
Ni61Zr27Nb7Al5,4,AM,AM,1.3645,0.114578676847246,1867.8135,-42.4148,1.7167,0.254342505295517,7.68,2.92191717883995,125.5
Ni61Zr27Nb8Al4,4,AM,AM,1.36447,0.114571911930941,1885.9788,-42.07,1.7166,0.254386399007494,7.7,2.89654967159205,126.44
Ni62Zr28Nb7Al3,4,AM,AM,1.36435,0.116031079965686,1887.7041,-42.1864,1.7169,0.257548810907758,7.76,2.87791591260064,125.78
Ni57Zr20Ti13Pd10,4,AM,AM,1.35838,0.10563455437474,1845.695,-43.378,1.7749,0.274289974297275,8.02,2.8212763069221,134.9
Ni57Zr20Ti16Pd7,4,AM,AM,1.36099,0.106215111349213,1849.0835,-43.12,1.7551,0.266602681906991,7.84,2.88,132.8
Ni57Zr20Ti18Pd5,4,AM,AM,1.36273,0.106578606081003,1851.3425,-42.688,1.7419,0.260517542595504,7.72,2.91231866388278,131.4
Pr60Al10Ni10Cu20,4,AM,AM,1.6334,0.164817104361906,1262.501,-27.52,1.41,0.352221521205051,6.5,2.80178514522438,71.0
SmFe6Ti6N,4,IM,IM,1.33057142857143,0.1552450748511,1708.58214285714,-48.8163265306122,1.745,0.405599204000346,6.07142857142857,1.94437965554517,122.714285714286
Sr36Al24Co20Y20,4,AM,AM,1.729,0.210408066498898,1315.4328,-12.9088,1.3484,0.365214238495708,3.84,2.61809090751257,62.44
Sr40Al20Co20Y20,4,AM,AM,1.7578,0.209138041992677,1320.094,-9.76,1.322,0.369182881509964,3.8,2.63818119165458,59.4
Sr46Al14Co20Y21,4,AM,AM,1.801,0.204941992399629,1327.0858,-4.6048,1.2824,0.371556509833969,3.74,2.66690832238381,54.84
Tb36Al24Co20Y20,4,AM,AM,1.59544,0.141642517015482,1523.8728,-34.5664,1.4384,0.275806888964,7.08,3.68694995897693,76.372
Ti50Ni15Cu32Sn3,4,AM,AM,1.37546,0.0765699395795059,1679.3388,-16.5552,1.7233,0.183575897110705,7.14,3.3496865525001,128.54
Ti50Ni20Cu25Sn5,4,AM,AM,1.3807,0.0807608799109121,1680.7965,-19.61,1.725,0.185404962177392,6.95,3.2783379935571,128.9
TiZrNbMo,4,SS,BCC,1.486,0.0461472252382064,2428.75,-2.5,1.6575,0.306950728945217,4.75,0.82915619758885,127.5
Y36Sc20Al24Co20,4,AM,AM,1.5708,0.135506949564711,1588.0728,-34.9248,1.4736,0.251457829466493,4.2,2.4,80.4
Zr65Al7.5Cu17.5Ni10,4,AM,AM,1.4976,0.0997435911382806,1863.62,-32.2175,1.50875,0.253822649698564,5.75,3.03108891324554,48.2
Zr66Al8Cu12Ni14,4,AM,AM,1.50034,0.0995723083244652,1884.01,-35.4448,1.502,0.250543409412421,5.6,2.90516780926679,48.08
Zr66Al8Cu7Ni19,4,AM,AM,1.49874,0.101361865873209,1902.5215,-39.2688,1.5025,0.251345877228969,5.55,2.81913107180209,50.08
Zr66Al9Cu16Ni9,4,AM,AM,1.50348,0.0966099031174409,1861.2555,-32.352,1.4986,0.246759072781529,5.57,2.95044064505626,45.44
Zr55Al10Cu30Ni5,4,AM,AM,1.47055,0.104113899270373,1757.478,-30.57,1.558,0.264850901452119,6.3,3.36303434416005,58.6
Al0.3CoCrCuFe,5,SS,FCC,1.26711627906977,0.0371812999867441,1720.18860465116,2.74743104380746,1.80302325581395,0.105313151715649,8.11627906976744,2.23304258309913,156.46511627907
Al0.5CoCrCuFe,5,SS,FCC,1.27444444444444,0.0449079482256572,1685.22333333333,0.888888888888888,1.79444444444444,0.110364155927458,7.88888888888889,2.42415824769683,152.888888888889
Al0.8CoCrCuFe,5,SS,FCC+BCC,1.28429166666667,0.0523797641710086,1638.23875,-1.35416666666667,1.78291666666667,0.115811598680309,7.58333333333333,2.62863504926458,148.083333333333
Al1.3CoCrCuFe,5,SS,FCC+BCC,1.29822641509434,0.0594792750881492,1571.75113207547,-4.02990388038448,1.76660377358491,0.121250456466387,7.15094339622642,2.83772581290879,141.283018867925
