material_id,formula,element_A,element_B,count_A,count_B,lattice_constant,energy_per_atom,energy_above_hull
mp-2403,YPt3,Y,Pt,1.0,3.0,4.1003579,-44.7606417825,0.0
mp-11571,YSn3,Y,Sn,1.0,3.0,4.70032975,-5.057615600000002,0.023755627499997004
mp-2393,YTl3,Y,Tl,1.0,3.0,4.7308400299999995,-45.2637693725,0.0
mp-1187925,Yb3Cd,Yb,Cd,3.0,1.0,4.742764582060463,-32.54290357,0.069614907500003
mp-979956,Yb3Mg,Yb,Mg,3.0,1.0,4.822697056046765,-28.4109225325,0.07489956625000001
mp-1187953,Yb3Pb,Yb,Pb,3.0,1.0,4.777121255139403,-41.7922611325,0.001549546249997
mp-1259,YbAl3,Yb,Al,1.0,3.0,4.181695796842051,-14.63289476,0.0
mp-980063,YbDy3,Yb,Dy,1.0,3.0,4.9917702975509375,-33.07505222,0.047278244166662
mp-20469,YbIn3,Yb,In,1.0,3.0,4.579952741641019,-26.529291335,0.0
mp-1187582,YbMn3,Yb,Mn,1.0,3.0,4.079887728763317,-20.16441884,0.09941484200431101
mp-21430,YbPb3,Yb,Pb,1.0,3.0,4.827551692421106,-51.61984883,0.0
mp-2391,YbPd3,Yb,Pd,1.0,3.0,4.04982880693734,-27.318176125,0.0
mp-980001,YbPr3,Yb,Pr,1.0,3.0,5.169693730800617,-31.156899315,0.028412657500002002
mp-300,YbPt3,Yb,Pt,1.0,3.0,4.056163507215176,-48.932286105,0.0
mp-2751,YbSn3,Yb,Sn,1.0,3.0,4.659319761910695,-28.017679105,0.0
mp-972044,YbTh3,Yb,Th,1.0,3.0,5.033559501010655,-64.2015427175,0.037248591250005
mp-570164,YbTl3,Yb,Tl,1.0,3.0,4.69050518606075,-49.2344920625,0.0
mp-981215,Zn3Co,Zn,Co,3.0,1.0,3.685855349999999,-9.985740125,0.055600454659092004
mp-1187923,Zn3Cr,Zn,Cr,3.0,1.0,3.777758,-10.35389023875,0.09739731250000001
mp-864794,ZnAg3,Zn,Ag,1.0,3.0,4.04131259,-18.2542680625,0.008081862777778
mp-971758,ZnNi3,Zn,Ni,1.0,3.0,3.53145767,-4.7635118675,0.014011812500000002
mp-1187913,ZnPd3,Zn,Pd,1.0,3.0,3.87690151,-4.517648402500001,0.028846963125000003
mp-30856,ZnPt3,Zn,Pt,1.0,3.0,3.89855079,-5.180805767499997,0.0
mp-1471,Zr3Al,Zr,Al,3.0,1.0,4.37674312,-19.0641933675,0.0
mp-1188029,Zr3Cd,Zr,Cd,3.0,1.0,4.45517347,-22.1707983775,0.019827343749998002
mp-1188008,Zr3Ga,Zr,Ga,3.0,1.0,4.34283198,-20.283497755,0.043778628749997
mp-20695,Zr3In,Zr,In,3.0,1.0,4.46693116,-23.011226055,0.0
mp-977585,Zr3Tl,Zr,Tl,3.0,1.0,4.47389973,-30.5156798525,0.0
mp-569775,ZrAl3,Zr,Al,1.0,3.0,4.08195981,-11.24617152,0.021179049999998003
mp-11313,ZrCd3,Zr,Cd,1.0,3.0,4.38707087,-20.898083245,0.0
mp-1608,ZrHg3,Zr,Hg,1.0,3.0,4.41774089,-2.430832905000002,0.021713066249994
mp-1438,ZrIr3,Zr,Ir,1.0,3.0,3.9596842,-45.7874618725,0.0
mp-1017543,ZrPd3,Zr,Pd,1.0,3.0,4.00019122,-23.734184805,0.025105371249999002
mp-30858,ZrPt3,Zr,Pt,1.0,3.0,4.02496988,-45.425387065,0.016842564374996
mp-229,ZrRh3,Zr,Rh,1.0,3.0,3.93410666,-24.5328032075,0.0
