config_index,config_name,composition,n_fe,n_v,converged,total_energy,energy_per_atom,n_atoms,n_iterations,total_magnetization,magmom_per_atom,x_V,dH_f_eV,dH_f_Jmol,energy_per_atom_corrected,correction_applied,dH_f_eV_corrected,dH_f_Jmol_corrected,sublattice_order
241,config_241_Fe3V5,Fe3V5,3,5,True,-70.78183128,-8.84772891,8,21,0.9539876,,0.625,-1.2405079274999977,-119690.40738483728,-8.84772891,0.0,-1.2405079274999977,-119690.40738483728,0.75
242,config_242_Fe3V5,Fe3V5,3,5,True,-70.7818314,-8.847728925,8,21,0.9539827,,0.625,-1.2405080474999934,-119690.41896303686,-8.847728925,0.0,-1.2405080474999934,-119690.41896303686,0.75
243,config_243_Fe2V6,Fe2V6,2,6,True,-71.09596143,-8.88699517875,8,18,4.3e-06,,0.75,-0.8639521349999981,-83358.42174547481,-8.88699517875,0.0,-0.8639521349999981,-83358.42174547481,0.5
244,config_244_Fe3V5,Fe3V5,3,5,True,-70.78183127,-8.84772890875,8,20,0.9539162,,0.625,-1.2405079174999898,-119690.40641998651,-8.84772890875,0.0,-1.2405079174999898,-119690.40641998651,0.75
245,config_245_Fe2V6,Fe2V6,2,6,True,-71.09595981,-8.88699497625,8,18,-2e-07,,0.75,-0.863950514999992,-83358.26543977423,-8.88699497625,0.0,-0.863950514999992,-83358.26543977423,0.5
246,config_246_Fe2V6,Fe2V6,2,6,True,-71.43959215,-8.92994901875,8,19,0.0,,0.75,-1.2075828549999912,-116513.63176467415,-8.92994901875,0.0,-1.2075828549999912,-116513.63176467415,0.5
247,config_247_Fe1V7,Fe1V7,1,7,True,-71.30464145,-8.91308018125,8,19,1e-07,,0.875,-0.3819462125000044,-36852.08031306292,-8.91308018125,0.0,-0.3819462125000044,-36852.08031306292,0.25
248,config_248_Fe3V5,Fe3V5,3,5,True,-70.78183465,-8.84772933125,8,16,0.9550723,,0.625,-1.2405112974999852,-119690.73253928608,-8.84772933125,0.0,-1.2405112974999852,-119690.73253928608,0.75
249,config_249_Fe2V6,Fe2V6,2,6,False,-71.43654431,-8.92956803875,8,18,0.0,,0.75,-1.2045350149999976,-116219.56092227477,-8.9006931104,0.028874928349999607,-0.9735355882000007,-93931.58122747707,0.5
250,config_250_Fe2V6,Fe2V6,2,6,True,-71.0959575,-8.8869946875,8,14,-3e-07,,0.75,-0.8639482049999927,-83358.0425594243,-8.8869946875,0.0,-0.8639482049999927,-83358.0425594243,0.5
251,config_251_Fe1V7,Fe1V7,1,7,True,-71.30465242,-8.9130815525,8,16,-3e-07,,0.875,-0.38195718249999544,-36853.13875351206,-8.9130815525,0.0,-0.38195718249999544,-36853.13875351206,0.25
252,config_252_Fe2V6,Fe2V6,2,6,True,-71.09596065,-8.88699508125,8,27,1.5e-06,,0.75,-0.8639513549999904,-83358.34648717407,-8.88699508125,0.0,-0.8639513549999904,-83358.34648717407,0.5
253,config_253_Fe1V7,Fe1V7,1,7,True,-71.30464174,-8.9130802175,8,13,2e-07,,0.875,-0.38194650249999285,-36852.10829371181,-8.9130802175,0.0,-0.38194650249999285,-36852.10829371181,0.25
254,config_254_Fe1V7,Fe1V7,1,7,True,-71.30465231,-8.91308153875,8,16,0.0,,0.875,-0.38195707249999344,-36853.12814016187,-8.91308153875,0.0,-0.38195707249999344,-36853.12814016187,0.25
255,config_255_Fe0V8,Fe0V8,0,8,True,-71.61338118,-8.9516726475,8,4,2.8e-06,,1.0,0.0,0.0,-8.9516726475,0.0,0.0,0.0,0.0
